,G90-1,○,"1:画像をクリックすると、押した瞬間にON/OFFの画像に切り替わる
2:画像にフォーカスを合わせてEnterを押すと、ON/OFFの画像に切り替わる",,,,,,,,,
,G90-2,○,"1:画像にマウスカーソルを合わせてマウスのボタンを押し離すと、ON/OFFの画像に切り替わる
2:画像にフォーカスを合わせて、キーボードを押し離すと、ON/OFFの画像に切り替わる",,,,,,,,,
,G90-3,○,"1:画像にマウスポインタが入ると、ON/OFFの画像に切り替わる
2:画像にフォーカスを合わせると、ON/OFFの画像に切り替わる",,,,,,,,,
,G90-4,○,"1:画像にマウスポインタが通過すると、ON/OFFの画像に切り替わる.
2:画像からフォーカスが外れると、ON/OFF野画像に切り替わる",,,,,,,,,
,G90-5,○,"1:画像をクリックすると、離した瞬間にON/OFFの画像に切り替わる
2:画像にフォーカスを合わせてEnterを押すと、ON/OFFの画像に切り替わる",,,,,,,,,
,G91,○,"マウスでリンクをクリックすると、リンク先のページへ移動した。
キーボードでリンクにフォーカスを移動し、Enter押下でリンク先のページへ移動した。",,,,,,,,,
,G96-1,-,テスト不要,,,,,,,,,
,G96-2,-,テスト不要,,,,,,,,,
,G96-3,-,テスト不要,,,,,,,,,
,G107,○,"1.「用語解説 (新しいウィンドウで表示)」は、マウスポインタを置いただけでは何も起こらず、リンクをクリックしたときだけリンク先が別ウィンドウで開く
2.「用語解説 (新しいウィンドウで表示)」は、フォーカスを移動させただけでは何も起こらず、リンクを押下したときだけリンク先が別ウィンドウで開く",,,,,,,,,
,G108,-,テスト不要,,,,,,,,,
,G115-1,○,リンクであることが分かるように文字色が変わり、下線がある。,,,,,,,,,
,G115-2,○,"1.「吾輩は猫である」が、引用元であることが分かるように斜体（イタリック）で表示されている。
2.「吾輩は猫である。名前はまだ無い。・・・思わなかった。」が、引用部分であることが分かるようにインデントされて表示されている。",,,,,,,,,
,G115-3,○,「ギアがニュートラルにあることを確認してください」が、太字で強調されている。,,,,,,,,,
,G115-4,○,"1. CSSをオフにした状態で、em要素（「本当に」）又はstrong要素（「素晴らしい」）でマークアップした箇所が他とは区別のつく見た目でレンダリングされた。
2. em要素とstrong要素との区別も付くようにレンダリングされた。
（em要素はイタリック、strong要素は太字）",,,,,,,,,
,G115-5,○,"1.em要素でマークアップされた「痛烈な」の背景色がCSSで指定したシアンで表示されている。
2.em要素でマークアップされた「痛烈な」が標準のフォントスタイルで表示されている。",,,,,,,,,
,G117,-,テスト不要,,,,,,,,,
,G122,-,テスト不要,,,,,,,,,
,G123-4a,○,"1.４つのスキップリンクは常に表示されている。
2.キーボード操作 1：「メイン ナビゲーションをスキップ」を押下した後、Tabキーを押すと「サブ ナビゲーションをスキップ」にフォーカスが移動した。
3.キーボード操作 2：「サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すと「ウルトラ サブ ナビゲーションをスキップ」にフォーカスが移動した。
4.キーボード操作 3：「ウルトラ サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すとリンク「アクセシビリティ」にフォーカスが移動した。",,,,,,,,,
,G123-4b,○,"1.4つのスキップリンクは常に表示されていない。
2.キーボード操作 1：「メイン ナビゲーションをスキップ」にフォーカスを移動すると表示され、それを押下した後、Tabキーを押すと「サブ ナビゲーションをスキップ」にフォーカスが移動した。
3.キーボード操作 2：「サブ ナビゲーションをスキップ」にフォーカスを移動すると表示され、それを押下した後、Tabキーを押すと「ウルトラ サブ ナビゲーションをスキップ」にフォーカスが移動した。
4.キーボード操作 3：「ウルトラ サブ ナビゲーションをスキップ」にフォーカスを移動すると表示され、それを押下した後、Tabキーを押すとリンク「アクセシビリティ」にフォーカスが移動した。",,,,,,,,,
,G124-1,○,"1.3つのスキップリンクは常に表示されている。
2.スキップリンク「メインコンテンツへスキップ」を押下した後、次にTabキーを押下するとリンク「メインコンテンツにあるリンク」にフォーカスが移動した。
3.スキップリンク「検索ボックスへスキップ」を押下した後、次にTabキーを押下すると検索のテキストフィールドにフォーカスが移動した。
4.スキップリンク「メインメニューへスキップ」を押下した後、次にTabキーを押下するとリンク「このサイトについて」にフォーカスが移動した。",,,,,,,,,
,G124-2,○,"1.3つのスキップリンクはフォーカス移動した時だけ表示される。
2.：「メインコンテンツへスキップ」を押下した後、次にTabキーを押下するとリンク「メインコンテンツにあるリンク」にフォーカスが移動した。
3.「検索ボックスへスキップ」を押下した後、次にTabキーを押下すると検索のテキストフィールドにフォーカスが移動した。
4.「メインメニューへスキップ」を押下した後、次にTabキーを押下するとリンク「このサイトについて」にフォーカスが移動した。",メインメニューはナビゲーションバーのこと？,,,,,,,,
,G138,○,「[必須]」が、赤い太文字で強調されていて、他の文字と区別できるようになっている。,,,,,,,,,
,G187,○,「Esc」を押すと画像の点滅が静止する。,,,,,,,,,
,G196-1,○,「評価：5つ星中、星3個」と表示された。,,,,,,,,,
,G196-2,○,画像非表示にした際、それぞれの代替テキスト「A」、「AA」、「AAA」が表示された。,"（「AA」と「AAA」では、2つ目以降の画像については無視されて何も表示されないか）
上記について、2つ目以降の画像について無視しているかどうかわからない、",,,,,,,,
,H2-1,○,ツール→オプションから、コンテンツタブの画像を自動的に読み込むのチェックを外したところ、画像が表示されず「プロダクトページ」より前に文字は表示されない,,,,,,,,,
,H2-2,○,ツール→オプションから、コンテンツタブの画像を自動的に読み込むのチェックを外したところ、画像の部分に「富士通株式会社」と代替テキストが表示される,,,,,,,,,
,H4-1,○,夫の姓、 夫の名、 夫の出身地、妻の姓、妻の名、妻の出身地の順にフォーカスが移動した。,,,,,,,,,
,H4-2,○,Tabキーで移動すると、テキストフィールド、検索ボタン、”携帯サイト”、”サイトマップ”の順で移動した。,,,,,,,,,
,H4-3a,○,リンク 1、 リンク 3、 リンク 2、リンク 4の順にフォーカス移動した。,,,,,,,,,
,H4-3b,○,リンク 1、リンク 2、 リンク 21、 リンク 3、リンク 20の順にフォーカス移動した。,,,,,,,,,
,H24,×,"画像を以下のやり方で非表示にした。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする
「図書館のフロアガイドです。各エリアの詳細についてはエリアを選んでご覧ください。」と表示されるのみ。",area要素のalt属性に記述した代替テキスト「カウンター」及び「視聴覚室」は表示されなかった,,,,,,,,
,H25,○,ページタイトル「ワールドワイドウェブコンソーシアム」がタイトルバーに表示された。,,,,,,,,,
,H30-1,-,テスト不要,,,,,,,,,
,H30-2,○,ツール→オプションから、コンテンツタブの画像を自動的に読み込むのチェックを外したところ、「東京駅構内の最新のルート」と表示,,,,,,,,,
,H30-3,○,ツール→オプションから、コンテンツタブの画像を自動的に読み込むのチェックを外したところ、「東京駅構内の最新のルート」より前に文字は表示されない,,,,,,,,,
,H30-4,○,"画像を以下のやり方で非表示にした。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする
画像は消え「首相官邸ホームページ」のみ表示された",,,,,,,,,
,H30-5,○,ツール→オプションから、コンテンツタブの画像を自動的に読み込むのチェックを外したところ、画像のリンクらしい部分に「PDFファイル」と表示される,,,,,,,,,
,H32-1,○,"[申し込む]ボタンをクリックすると、フォームが送信された
[申し込む]ボタンをEnter押下、またはスペース押下すると、フォームが送信された",,,,,,,,,
,H32-2,○,"1. マウス操作：セレクトメニューで選択肢「ブログ」を選んだだけでは何も起こらなかった。次に、[選択したページへ移動する]ボタンをクリックすると選択したページへリダイレクトされた。

2. キーボード操作：セレクトメニューで選択肢「ブログ」を選んだだけでは何も起こらなかった。次に、[選択したページへ移動する]ボタンを押下すると選択したページへリダイレクトされた。",,,,,,,,,
,H33-1,△,マウスオーバーすると「富士通株式会社の公式サイト」がツールチップで表示される。,キーボードのタブ移動でフォーカスを当てても、ツールチップテキストは表示されなかった。,,,,,,,,
,H33-2,△,"1.リンにマウスポインタを置いた際に、title属性値「新しいウィンドウで開く」がツールチップで表示された。
2.キーボード操作によるツールチップは表示されなかった。","1.○
2.×キーボードは非対応",,,,,,,,
,H35,○,"Javaアプレットを以下の方法で無効にした。
ツールメニュー＞オプション＞コンテンツパネル
「Javaを有効にする」のチェックをオフにする
ナレッジベースで記述されていたやり方です。
http://support.mozilla.com/ja/kb/Java%20%E3%82%A2%E3%83%97%E3%83%AC%E3%83%83%E3%83%88%E3%82%92%E7%84%A1%E5%8A%B9%E3%81%AB%E3%81%99%E3%82%8B%E3%81%AB%E3%81%AF

「三目並べゲーム(applet要素のボディ)」と表示された。",,,,,,,,,
,H36,○,画像を非表示にしたら、代替テキスト「送信」が表示された,,,,,,,,,
,H37-1,○,画像非表示にしたら、代替テキスト「東京駅構内図を見る」が表示された,,,,,,,,,
,H37-2,○,ツール→オプションから、コンテンツタブの画像を自動的に読み込むのチェックを外したところ、「デパートのフロアガイド。各階について詳しくお知りになりたい場合は各階を選択してください。」の代替テキストが表示される,,,,,,,,,
,H39,○,「3月6日の週の予定」がテーブルの前に表示されている,,,,,,,,,
,H42,○,目視で確認。「本日の株式市場」が他の２つの見出しよりも大きい。,,,,,,,,,
,H43,-,テスト不要,,,,,,,,,
,H44-1,○,マウスポインタで「お名前」をクリックしたとき、テキストフィールドにフォーカスが移動することを確認,,,,,,,,,
,H44-2,○,マウスポインタでラベル（テキスト）「HTML」をクリックしたとき、チェックボックスの状態が切り替わることを確認,,,,,,,,,
,H44-3,○,マウスポインタでクリックすると、それぞれのラジオボタンが選択された状態になる,,,,,,,,,
,H45,×,ツール→オプションから、コンテンツタブの画像を自動的に読み込むのチェックを外したところ、リンクが表示されない,テストブロックにリンクが表示されない,,,,,,,,
,H48-1,○,各リスト項目の先頭に数字が順に表されていることを確認。,,,,,,,,,
,H48-2,-,,,,,,,,,,
,H48-3,○,用語と定義が区別できるように定義がインデントされていた。,,,,,,,,,
,H49-1,○,"Firefoxの機能「スタイルシートを使用しない」を使用して実施。
「本当に」がイタリック、「素晴らしい」が太字で表示され、他と区別がつき、かつお互いの区別もつく見た目になっていることを確認",,,,,,,,,
,H49-2,○,"Firefoxの機能「スタイルシートを使用しない」を使用して実施。
「わが人生の物語」がイタリック表示、「ここが引用されている・・・」以降がインデントされ、他と区別がつくレンダリングになっていることを確認
",,,,,,,,,
,H49-3,○,"q要素でマークアップした部分「自己憐憫は・・・でしょう」の前後に引用符（""）が一つずつ表示された。",,,,,,,,,
,H49-4,○,"1. 表示： sup要素でマークアップされた""Zn2+""の""2+""が、上付き文字として表示された。
2. 表示： sub要素でマークアップされた""H2O""の""2""が、下付き文字で表示された。",,,,,,,,,
,H50-1,×,キャレットブラウズモード(F7)でも製品カテゴリ→検索機能をご利用いただけます。に飛べない,要素をスキップする機能がない,,,,,,,,
,H50-2,-,テスト不要,,,,,,,,,
,H51,○,見出しセルが太字になっていてテーブルセルと区別がつくことを確認。,,,,,,,,,
,H53-1,○,「ここには、オブジェクトとその動作についての説明が入ります。」という代替テキストが表示されている。,,,,,,,,,
,H53-2,○,"1．○：画像が表示された。
2．○：『富士通』と表示された。",※ただし、ローカルでのブラウザ設定の画像非表示では対応できず、参照imgファイルを隠すことで対応。,,,,,,,,
,H53-3,○,"1．○：画像が表示された。
2．○：『富士通』と表示された。","※ただし、ローカルではブラウザ設定の画像非表示で対応できず、参照imgファイルを隠すことで対応。
",,,,,,,,
,H56,○,"「」内の数字及び句読点が次の並び順で表示された。
1, 2, 3, 4, 5, 、, 6789, 。",,,,,,,,,
,H57-1,○,英語で表示されている。,,,,,,,,,
,H57-2,○,英語で表示されている。,,,,,,,,,
,H57-3,○,英語で表示されている。,,,,,,,,,
,H63,-,テスト不要,,,,,,,,,
,H64-1,-,テスト不要,,,,,,,,,
,H64-2,-,テスト不要,,,,,,,,,
,H65-1,△,マウスポインタをセレクトメニュー上に置いたとき、「検索範囲を選択」がツールチップとして表示されることを確認,,,,,,,,,
,H65-2,△,マウスポインタをテキストフィールド上に置くと、ツールチップは表示された。その後キーボードでテキストボックス内に移動し、確認したがツールチップは表示されなかった。,Tabキーで各テキストフィールドにフォーカスを移動させたが、それぞれのtitle属性はツールチップとしての表示がなかったため、一部サポートとした。,,,,,,,,
,H65-3,△,マウスポインタをテキストフィールド上に置くと、ツールチップは表示された。その後、キーボードでテキストボックス内に移動し、確認したが、ツールチップは表示されなかった。,Tabキーで各テキストフィールドにフォーカスを移動させたが、title属性はツールチップとしての表示がなかったため、一部サポートとした。,,,,,,,,
,H67,○,"画像を以下のやり方で非表示にした。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする
画像も代替テキストも表示されなかった",,,,,,,,,
,H69,×,キーボード操作で各見出しへ順にフォーカスできない,Firefoxに見出しジャンプの機能はない,,,,,,,,
,H70,○,"1:○
2:×(フレームのリスト表示機能は存在しない)",,,,,,,,,
,H71-1,○,5つのラジオボタンを罫線が囲んでおり、「ハムレットの作者は？」が5つのラジオボタンをグルーピングしたラベルであるとわかることを確認,,,,,,,,,
,H71-2,○,"3つのチェックボックスを罫線が囲んでおり、「興味のある項目」が3つのチェックボックスをグルーピングしたラベルであるとわかることを確認
",,,,,,,,,
,H71-3,○,3つのラジオボタンを罫線が囲んでおり、「好きな哲学者は？」が3つのラジオボタンをグルーピングしたラベルであるとわかることを確認,,,,,,,,,
,H71-4,○,「自宅住所」と「送付先住所」それぞれが2つのテキストフィールドを罫線で囲んでおり、グルーピングしたラベルであるとわかることを確認,,,,,,,,,
,H73-1,-,テスト不要,,,,,,,,,
,H73-2,-,テスト不要,,,,,,,,,
,H77-1,-,テスト不要,,,,,,,,,
,H77-2,-,テスト不要,,,,,,,,,
,H78,-,テスト不要,,,,,,,,,
,H79,-,テスト不要,,,,,,,,,
,H80-1,-,テスト不要,,,,,,,,,
,H80-2,-,テスト不要,,,,,,,,,
,H80-3,-,テスト不要,,,,,,,,,
,H81-1,-,テスト不要,,,,,,,,,
,H81-2,-,テスト不要,,,,,,,,,
,H84-1,○,"1. マウス操作：　セレクトメニューで「1月」を選択しても何も実行されなかった。次に、[表示]ボタンを押下するとリンク先が表示された。

2. キーボード操作：　セレクトメニューで「12月」を選択しても何も実行されなかった。次に、[表示]ボタンを押下するとリンク先が表示された。",,,,,,,,,
,H84-2,○,"1. マウス操作：　セレクトメニューでオプション「リンゴ」を選択しても何も実行されなかった。次に、[実行]ボタンを押下するとリンク先が表示された。

2. キーボード操作：　セレクトメニューでオプション「オレンジ」を選択しても何も実行されなかった。次に、[実行]ボタンを押下するとリンク先が表示された。",,,,,,,,,
,H85-1,○,"マウスでセレクトメニューを選んだとき、グルーピングされた状態（例えば「フルーツ」が「リンゴ」、「バナナ」、「桃」をグルーピングしたラベルであること）を確認
しかし、キーボード↓↑で操作するとグルーピングのラベル（「フルーツ」）を見ることができない。",Alt + ↓or↑で見ることはできるが、この操作はキー操作一覧表にない,,,,,,,,
,H85-2,○,General Techniques、HTML Techniques、CSS Techniques、CSS Techniques、SMIL Techniques、ARIA Techniques、Common Failuresが太字斜体で表示され、子要素がインデントされて表示されている,,,,,,,,,
,H86-1,△,"1:(~~) に破線の下線が出ている
2:マウスカーソルを置くと「笑顔」と表示される
3:ツールチップが表示されない","Tabキーでは選択できない
キャレットモードでは(^^)の範囲にカーソルを合わせても、選択してもツールチップが表示されない",,,,,,,,
,H86-2,-,テスト不要,,,,,,,,,
,H86-3,△,"「Au5t1N r0xx0rz」に破線のアンダーラインがあり、
マウスポインタを置いたときに「Austin Rocks」とツールチップ表示することを確認",,,,,,,,,
,H91-1a,○,"1．○：カーソルを『富士通』に合わせてクリックで、リンク先に移動。
2．○：Tabキーで『富士通』にフォーカスを合わせてEnterでリンク先に移動。",,,,,,,,,
,H91-1b,○,"1．○：カーソルを画像に合わせてクリックで、リンク先に移動。
2．○：Tabキーで画像にフォーカスを合わせてEnterでリンク先に移動。",,,,,,,,,
,H91-1c,○,"1．○：カーソルを画像またはテキスト部分に合わせてクリックで、リンク先に移動。
2．○：Tabキーで画像またはテキスト部分にフォーカスを合わせてEnterでリンク先に移動。",,,,,,,,,
,H91-2a,○,"1．○：クリック可能
2．○：Tabキーで移動し、Enter押してダイアログが表示される。",,,,,,,,,
,H91-2b,○,"1．○：３つともクリック可能
2．○：Tabキーで移動し、Enter押してダイアログが表示される。",,,,,,,,,
,H91-2c,○,"1．○：クリック可能
2．○：Tabキーで移動し、Enter押してダイアログが表示される。",,,,,,,,,
,H91-2d,○,"1．○：クリック可能
2．○：Tabキーで移動し、Enter押してダイアログが表示される。",,,,,,,,,
,H91-2e,△,"1. マウス操作：マウスポインタを置いた際に、title属性値「ファイルを保存する」がツールチップで表示された。
2. キーボード操作：ボタンにフォーカスを移動させた際に、title属性値「ファイルを保存する」がツールチップで表示されなかった。",テスト方法の1のみOKだったため、△にしました。,,,,,,,,
,H91-3a,○,"1．○：カーソルをテキストフィールドに合わせてクリックすると、編集できる。
2．○：Tabキーで移動しテキストフィールドにフォーカスを合わせると、編集できる。",,,,,,,,,
,H91-3b,△,"1．○：カーソルを合わせるとツールチップが表示される。
2．○：テキストフィールドをクリックすると編集可能。
3．×：Tabで移動後、ツールチップは表示されなかった。
4．○：Tabキーで移動し、フォーカスを合わせると編集できる。",Tabキーで移動したところ、ツールチップが現れなかった。,,,,,,,,
,H91-4,○,チェックボックスにフォーカスを移動させ、スペースでチェックのオンオフの切り替えができた。,,,,,,,,,
,H91-5,○,ラジオボタンにフォーカスを移動させ、←→↑↓でラジオボタンの選択状態を変更することができた,,,,,,,,,
,H91-6a,○,"1．○：下矢印を押した場合、フィールドを押した場合、共に選択可能。
2．○：Tabキーで移動後、矢印キーで選択可能。",,,,,,,,,
,H91-6b,△,"1．○：カーソルをセレクトメニューに合わせるとツールチップが表示される。
2．○：セレクトメニューをクリックすると、選択可能。
3．×：Tabキーでセレクトメニューに移動したところ、ツールチップは表示されなかった。
4．○：Tabキーでセレクトメニューに移動後、矢印キーで選択可能。",Tabキーで移動したところ、ツールチップが現れなかった。,,,,,,,,
,H91-7a,○,"1．○：カーソルをテキストフィールドに合わせてクリックすると、編集できる。
2．○：Tabキーで移動しテキストフィールドにフォーカスを合わせると、編集できる。",,,,,,,,,
,H91-7b,△,"1．○：カーソルをテキストフィールド合わせるとツールチップが表示される。
2．○：テキストフィールドをクリックすると、編集可能。
3．×：Tabキーでテキストフィールドに移動したところ、ツールチップは表示されなかった。
4．○：Tabキーでテキストフィールド移動後、編集可能。",Tabキーで移動したところ、ツールチップが現れなかった。,,,,,,,,
,H91-8,○,ラジオボタンにフォーカスを移動させ、←→↑↓でラジオボタンの選択状態を変更することができた,,,,,,,,,
,SCR2,○,"1.マウス操作：リンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」にマウスオーバーするとそれぞれのアイコン画像が変更されて、マウスポインタを外すとそれぞれが元のアイコン画像に戻ることを確認

2.キーボード操作：リンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」にフォーカスを移動するとそれぞれのアイコン画像が変更されて、フォーカスを外すとそれぞれが元のアイコン画像に戻ることを確認
",2012年4月修正,,,,,,,,
,SCR16,○,"40秒経過後にダイアログが表示されることを確認した。
ダイアログの[OK]ボタン及び[キャンセル]ボタンをマウスで押下できることを確認した
ダイアログの[OK]ボタン及び[キャンセル]ボタンをキーボードのスペースで押下できることを確認した",,,,,,,,,
,SCR18,○,テスト判断不明,,,,,,,,,
,SCR20-1,○,"1.マウス操作：リンク「ダイアログを表示」をクリックすると（押しただけで）、ダイアログが表示されることを確認

2.キーボード操作：リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押しただけで、ダイアログが表示されることを確認（Enterキーを押したままの状態でダイアログが表示されるか）
",2012年4月修正,,,,,,,,
,SCR20-2,○,"1.マウス操作：リンク「ダイアログを表示」をクリックすると（押しているときではなく、押し終えてマウスから指を離したら）、ダイアログが表示されることを確認

2.キーボード操作：リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押し下げてキーから指を離すと（キーを押し下げたときではなく、押し下げたキーが元に戻るときに）、ダイアログが表示されることを確認",2012年4月修正,,,,,,,,
,SCR20-3,○,"1.マウス操作：リンク「ダイアログを表示」をクリックすると、ダイアログが表示されることを確認

2.キーボード操作：リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押すと、ダイアログが表示されることを確認",2012年4月追加,,,,,,,,
,SCR20-4,○,"1.マウス操作：リンク「ダイアログを表示」にマウスオーバーすると、ダイアログが表示されるか 

2.キーボード操作：リンク「ダイアログを表示」にキーボード操作でフォーカスを移動させると、ダイアログが表示されることを確認",2012年4月追加,,,,,,,,
,SCR20-5,○,"1.マウス操作：リンク「ダイアログを表示」にマウスオーバーした後にマウスオーバーを外すと、ダイアログが表示されることを確認

2.キーボード操作：リンク「ダイアログを表示」にフォーカスを移動させた後にフォーカスを他の要素（前後のリンク）に移動させようとすると、ダイアログが表示されることを確認",2012年4月追加,,,,,,,,
,SCR21,△,"NGの値を入力して [送信] ボタンを押下したら、「入力エラー」にフォーカスが移動した。「入力エラー」を押下するとフォーカスが消えてしまう。
「電話番号を正しく入力してください。」を押下すると、「電話番号」のテキストフィールドにフォーカスが移動した。
「FAX番号を正しく入力してください。」を押下すると、「FAX番号」のテキストフィールドにフォーカスが移動した。
NGの値を入力して [送信] ボタンを押下したら、以下のテキストが表示された。
「入力エラー」
「電話番号を正しく入力してください。」
「FAX番号を正しく入力してください。」",,,,,,,,,
,SCR22,○,「新製品！」の点滅が5秒未満で停止し、その後は静止した状態で表示された,,,,,,,,,
,SCR26,○,"1.マウス操作：リンク「展開」をクリックすると、「コンテンツ」が表示されることを確認
 
2.キーボード操作 1：リンク「展開」にフォーカスを移動させた後に押下すると、「コンテンツ」が表示されることを確認

3.キーボード操作 2：「コンテンツ」が表示された時点ではフォーカスは「展開」にあり、Tabキーを押下するとフォーカスが「コンテンツ」へ移動することを確認 
",2012年4月修正,,,,,,,,
,SCR28-1,○,"1:「メニュー」をクリックすると4つのリンクが表示/非表示に切り替わる
2:「メニュー」のリンクにフォーカスを合わせてEnterを押すと、4つのリンクが消える
3:非表示の場合、4つのリンクにフォーカスが当たらない
4:表示している場合、4つのリンクにフォーカスが当たる",,,,,,,,,
,SCR28-2,○,"1:目次の表示 / 非表示で4つのリンクがあるブロックの表示、非表示が切り替わる
2:目次の表示 / 非表示にフォーカスを合わせてZEnterを押すと、4つのリンクがあるブロックが消える
3:非表示の状態Tabを押すとセクション1へのリンクに移動する
4:表示の状態でTabを押すと4つのリンクをへてセクション1へのリンクへ移動する",,,,,,,,,
,SCR30,○,"1:リンクのラベルを拡張するのリンクをクリックすると、「ウェブの歴史:」がWrod版、PDF版、HTML版のリンクに追加される
2:リンクのラベルを拡張するのリンクにフォーカスを合わせてEnterを押すと、「ウェブの歴史」がWrod版、PDF版、HTML版のリンクに追加される",,,,,,,,,
,SCR32,○,"1:なにも入力せずに「登録」をクリックすると、「3つの入力項目に入力エラーがあります。」が表示され、3つのリンクが表示される
2:なにも入力せずに「登録」にフォーカスを合わせてEnterを押すと、「3つの入力項目に入力エラーがあります。」が表示され、3つのリンクが表示される
3:「「3つの入力項目に入力エラーがあります。」がフォーカスされており、Tabを押すと氏名[必須]、年齢[必須]E-mailアドレス[必須]の順にフォーカスされる
4:項目からEnterを押すと、該当する入力フィールドにフォーカスが移動する",,,,,,,,,
,SCR33,○,"「一時停止」をクリックすると、スクロールしているテキストが一時停止し、「スクロール」をクリックすると、テキストのスクロールが再開した。
「一時停止」をEnter押下すると、スクロールしているテキストが一時停止し、「スクロール」をEnter押下すると、テキストのスクロールが再開した。
スペースではできなかった",,,,,,,,,
,SCR35-1,○,"1:ダイアログを表示をクリックすると、アラートダイアログが表示される
2:ダイアログを表示にフォーカスを合わせてEnterを押すと、アラートダイアログが表示される",,,,,,,,,
,SCR35-2,○,"1.JavaScriptオン＋マウス操作：JavaScriptをオンにして、リンク「JavaScript〜」クリックして、リンク先の富士通サイトへ移動できた。
2.JavaScriptオフ＋マウス操作：リンク「JavaScript〜」クリックして、代替ページに移動できた。
3.JavaScriptオン＋キーボード操作：ブラウザの設定でJavaScriptをオンにして、リンク「JavaScriptを実行するリンク」を押下して、リンク先の富士通サイトへ移動できた。
4.JavaScriptオフ＋キーボード操作：ブラウザの設定でJavaScriptをオフにして、リンク「JavaScriptを実行するリンク」を押下して、代替ページへ移動できた。",,,,,,,,,
,SCR35-4,○,"1:JavaScript 実行の画像をクリックすると、アラートダイアログが表示される
2:JavaScript 実行の画像にフォーカスを合わせてEnterを押すと、アラートダイアログが表示される",,,,,,,,,
,SCR35-5,○,"1:送信ボタンをクリックすると、アラートダイアログが表示される
2: 送信ボタンにフォーカスを合わせてEnterを押すと、アラートダイアログが表示される",,,,,,,,,
