,G21,×,1:「HTMLのリンク 1」へ移動させた後、Tabキーを押下するとFlashムービーにフォーカスがあたり、次にTabキーを押すと、内のボタン「富士通トップページへ」にフォーカスが移動する。そこからFlashムービーから外へ出て「HTMLのリンク２」に移動することを確認,"Adobe Flash Player10.2
×：Flash内のボタン「富士通トップページへ」にフォーカスが移動するが、そこからフォーカスが移動しない
",,,,
,G53,-,テスト不要,,,,,
,G88-1,○,1:タイトルバーにページタイトル「自己適合宣言｜ウェブアクセシビリティ基盤委員会」が表示されることを確認,,,,,
,G90-1,○,"1:ボタン画像をクリックすると、画像が切り替わることを確認
2:ボタン画像にフォーカスを移動させてEnterキーなどを押下すると、画像が切り替わることを確認",,,,,
,G90-2,○,"1:ボタン画像をクリックしてマウスが離れると、画像が切り替わることを確認
2:ボタン画像にフォーカスを移動させてEnterキーなどを押下、キーをあげると、画像が切り替わることを確認",,,,,
,G90-3,○,"1:ボタン画像にマウスポインタを乗せる（マウスオーバーする）と、画像が切り替わることを確認
2:ボタン画像にフォーカスを移動させると、画像が切り替わることを確認",,,,,
,G90-4,○,"1:ボタン画像にマウスポインタを乗せた後にマウスポインタを外すと、画像が切り替わることを確認
2:ボタン画像にフォーカスを移動させた後にフォーカスを外すと、画像が切り替わることを確認",,,,,
,G90-5,○,"1:ボタン画像をクリックすると、画像が切り替わることを確認
2:ボタン画像にフォーカスを移動させてEnterキーなどを押下すると、画像が切り替わることを確認",,,,,
,G91,○,"1:テキストリンクをクリックして、リンク先のページへ移動することを確認
2:テキストリンクにフォーカスを移動させて、キー操作によりリンク先のページへ移動することを確認",,,,,
,G96-1,-,テスト不要,,,,,
,G96-2,-,テスト不要,,,,,
,G96-3,-,テスト不要,,,,,
,G107,△,"1:「用語解説 (新しいウィンドウで表示)」にマウスポインタを置いただけでは何も起こらずに、リンクをクリックしたときだけリンク先が別ウィンドウで開くことを確認
2:「用語解説 (新しいウィンドウで表示)」にフォーカスを移動させただけでは何も起こらずに、リンクを押下したときだけリンク先が別ウィンドウで開くことを確認","1：○
2：×
Enterキーを押下すると、リンク先に飛ぶが、キーボード操作で、フォーカスをTabキーで外す際に別窓でリンク先ページが開かれてしまう。",,,,
,G108,-,テスト不要,,,,,
,G115-1,○,1:リンクであることが分かるように文字色が変わり、下線があることを確認,,,,,
,G115-2,○,"1.「吾輩は猫である」が、引用元であることが分かるように斜体（イタリック）で表示されているかを確認
2.「吾輩は猫である。名前はまだ無い。･･･思わなかった。」が、引用部分であることが分かるようにインデントされて表示されているかを確認",,,,,
,G115-3,○,1:「ギアがニュートラルにあることを確認してください」が太字で強調されていることを確認,,,,,
,G115-4,○,"以下の方法でスタイルシートを無効にした。
表示メニュー＞スタイルシート＞スタイルシートを使用しないを選択
1:em要素（「本当に」）又はstrong要素（「素晴らしい」）でマークアップした箇所を他とは区別のつく見た目で表示されることを確認
2:em要素とstrong要素のと区別がつくようには表示されることを確認",,,,,
,G115-5,○,"1.em要素でマークアップされた「痛烈な」の背景色がCSSで指定したシアンで表示されている。
2.em要素でマークアップされた「痛烈な」が標準のフォントスタイルで表示されている。",,,,,
,G117,-,テスト不要,,,,,
,G122,-,テスト不要,,,,,
,G123-4a,○,"1:4つのスキップリンクは常に表示されることを確認
2:「メイン ナビゲーションをスキップ」を押下した後、Tabキーを押すと「サブ ナビゲーションをスキップ」にフォーカスが移動することを確認
3:：「サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すと「ウルトラ サブ ナビゲーションをスキップ」にフォーカスが移動することを確認
4:：「ウルトラ サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すとリンク「アクセシビリティ」にフォーカスが移動することを確認",,,,,
,G123-4b,○,"1:4つのスキップリンクは表示されていないことを確認
2:「メイン ナビゲーションをスキップ」にフォーカスを移動すると表示され、それを押下した後、Tabキーを押すと「サブ ナビゲーションをスキップ」にフォーカスが移動することを確認
3:「サブ ナビゲーションをスキップ」にフォーカスを移動すると表示され、それを押下した後、Tabキーを押すと「ウルトラ サブ ナビゲーションをスキップ」にフォーカスが移動することを確認
4:「ウルトラ サブ ナビゲーションをスキップ」にフォーカスを移動すると表示され、それを押下した後、Tabキーを押すとリンク「アクセシビリティ」にフォーカスが移動することを確認",,,,,
,G124-1,○,"1:3つのスキップリンクは常に表示されていることを確認
2:「メインコンテンツへスキップ」を押下した後、次にTabキーを押下するとリンク「メインコンテンツにあるリンク」にフォーカスが移動することを確認
3:「検索ボックスへスキップ」を押下した後、次にTabキーを押下すると検索のテキストフィールドにフォーカスが移動することを確認
4:「メインメニューへスキップ」を押下した後、次にTabキーを押下するとリンク「このサイトについて」にフォーカスが移動することを確認",,,,,
,G124-2,○,"1:3つのスキップリンクは常に表示されておらず、フォーカスを移動させた際のみ表示されることを確認
2:「メインコンテンツへスキップ」を押下した後、次にTabキーを押下するとリンク「メインコンテンツにあるリンク」にフォーカスが移動することを確認
3:「検索ボックスへスキップ」を押下した後、次にTabキーを押下すると検索のテキストフィールドにフォーカスが移動することを確認
4:「メインメニューへスキップ」を押下した後、次にTabキーを押下するとリンク「このサイトについて」にフォーカスが移動することを確認",,,,,
,G138,○,1:「[必須]」が、太字で強調されており、他のテキストとは区別がつくように表示されていることを確認,,,,,
,G187,○,1:「Esc」を押すことで画像の点滅を止めることが可能,,,,,
,G196-1,○,1:画像の代わりに代替テキスト「5つ星中、星3個」が表示されることを確認,,,,,
,G196-2,○,ツール－オプション－コンテンツタブ内の設定で画像非表示にした際、それぞれの代替テキスト「A」、「AA」、「AAA」が表示された。,,,,,
,H2-1,○,1:アイコン画像が表示されず、代替テキストも表示されないことを確認,,,,,
,H2-2,○,1:アイコン画像の代わりに、代替テキスト「富士通株式会社」が表示されることを確認,,,,,
,H4-1,○,"1:以下のようにフォーカスが移動することを確認
「夫の姓」→「夫の名」→「夫の出身地」→「妻の姓」→「妻の名」→「妻の出身地 」",,,,,
,H4-2,○,"1:以下のようにフォーカスが移動することを確認
「テキストフィールド」→「[検索ボタン]」→「携帯サイト」→「サイトマップ」",,,,,
,H4-3a,○,"1:以下のようにフォーカスが移動することを確認
「リンク 1」→「リンク 3」→「リンク 2」→「リンク 4」",,,,,
,H4-3b,○,"1:以下のようにフォーカスが移動することを確認
「リンク 1」→「リンク 2」→「リンク 21」→「リンク 3」→「リンク20」",,,,,
,H24,×,"1:画像を以下のやり方で非表示にした。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする
area要素のalt属性に記述した代替テキストは表示されることを確認",×：ブラウザの設定を画像非表示にした際に、代替テキスト「S棟（ソリューション）棟」及び「O棟（オフィス）棟」及び「C棟（共通）棟」は表示されず、「富士通ソリューションスクエアの建物配置図です。詳細については各建物を選んでご覧ください。」が表示された。,,,,
,H25,○,1:ページタイトル「ワールドワイドウェブコンソーシアム」がタイトルバーに表示されていることを確認,,,,,
,H30-1,-,テスト不要,,,,,
,H30-2,○,"1:画像を以下のやり方で非表示。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする。
リンク画像の代わりに代替テキスト「東京駅構内の最新のルート」が表示されることを確認",,,,,
,H30-3,○,"1:画像を以下のやり方で非表示。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする。
リンク画像の代わりに何も表示されないことを確認",,,,,
,H30-4,○,1:アイコン画像の代わりに何も表示されず、テキストリンクだけが表示されていることを確認,,,,,
,H30-5,○,"1:画像を以下のやり方で非表示。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする。
アイコン画像の代わりに代替テキスト「PDFファイル」が表示されることを確認",,,,,
,H32-1,○,"1:[申し込む]ボタンをマウス操作でクリックすると、フォームが送信されることを確認
2:[申し込む]ボタンを押下すると、フォームが送信されることを確認",,,,,
,H32-2,○,"1:マウス操作：セレクトメニューで選択肢「ブログ」を選んだだけでは何も起こらなかった。次に、[選択したページへ移動する]ボタンをクリックすると選択したページへリダイレクトされた。
2:キーボード操作：セレクトメニューで選択肢「ブログ」を選んだだけでは何も起こらなかった。次に、[選択したページへ移動する]ボタンを押下すると選択したページへリダイレクトされた。",,,,,
,H33-1,△,"1:マウスポインタをリンク上に置いた際に、ツールチップでtitle属性値「富士通株式会社の公式サイト」が表示されることを確認
2:キーボード操作でリンクにフォーカスを移動させた際に、ツールチップでtitle属性値が表示されるか確認","1:○
2:×：キーボード操作でフォーカスを当てても、ツールチップは表示されなかった。",,,,
,H33-2,△,"1:「富士通 公開サイト」にtitle属性値による補足説明は表示されることを確認
2:「富士通 公開サイト」にマウスポインタを置いた際に、title属性値「新しいウィンドウで開く」がツールチップで表示されることを確認
3:「富士通 公開サイト」にフォーカスを移動させた際に、title属性値は表示されることを確認","1:×：テキストリンクのため、title属性と補足説明として下線があるわけではないので×。
2:○　
3:×：キーボード操作でフォーカスを移動させた際にtitle属性値は表示されなかった",,,,
,H35,○,"Javaアプレットを以下の方法で無効にした
ツールメニュー＞オプション＞コンテンツパネル
「Javaを有効にする」のチェックをオフにする
1:「三目並べゲーム(applet要素のボディ)」と表示されることを確認",,,,,
,H36,○,"1:画像を以下のやり方で非表示にした。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする
画像の代わりに代替テキスト「送信」が表示されることを確認",,,,,
,H37-1,○,"1:画像を以下のやり方で非表示にした。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする
画像の代わりに代替テキスト「東京駅構内図を見る」が表示されることを確認",,,,,
,H37-2,○,"1:画像を以下のやり方で非表示。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする。
画像非表示にして、代替テキスト「デパートのフロアガイド。各階について詳しくお知りになりたい場合は各階を選択してください。」が表示されることを確認",,,,,
,H39,○,1:「3月6日の週の予定」がデータテーブルの表題として表示されることを確認,,,,,
,H42,○,1:「本テスト対象のコードは別ファイルになっています。」をクリックすると、見出しとしてマークアップされている「本日の株式市場」(h1)、「サイト内ナビゲーション」(h2)、「関連リンク」(h2)が、それぞれ見出しであることが分かるように表示されるか確認。,,,,,
,H43,-,テスト不要,,,,,
,H44-1,○,1:マウスポインタで「お名前」をクリックして、テキストフィールドにフォーカスが移動することを確認,,,,,
,H44-2,○,1:）マウスポインタで「HTML」をシングルクリックしたとき、チェックボックスの状態が切り替わることを確認,,,,,
,H44-3,○,1:ラジオボタンのラベル（「チョコレートタイプ」、「クリームたっぷりタイプ」、「はちみつがけタイプ」）をマウスポインタでクリックすると、それぞれのラジオボタンが選択された状態になるか確認。,,,,,
,H45,×,"1:画像を以下のやり方で非表示。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする。
画像非表示にした際に、代替テキスト「会員数の遷移グラフ」は表示され、longdesc属性で指定しているH45-ref1.htmlへのリンクが提示されることを確認",ツール→オプションから、コンテンツタブの画像を自動的に読み込むのチェックを外したところ、「会員数の遷移グラフ」テキストのみ表示され、リンクが表示されない。（前回同様）,,,,
,H48-1,○,1:各リスト項目の先頭に数字が順に表示されていることを確認,,,,,
,H48-2,-,テスト不要,,,,,
,H48-3,○,1用語と定義が区別できるように表示されるか確認（例：定義がインデントされる）。,,,,,
,H49-1,○,"1表示メニュー＞スタイルシート＞「スタイルシートを使用しない」を選択して実施。
「本当に」がイタリック、「素晴らしい」が太字で表示され、他と区別がつき、かつお互いの区別もつく見た目になっていることを確認。
2:「本当に」がイタリック、「素晴らしい」が太字区別がつくかを確認",,,,,
,H49-2,○,"1:表示メニュー＞スタイルシート＞「スタイルシートを使用しない」を選択して実施。
「わが人生の物語」がイタリック表示、「ここが引用されている・・・」以降がインデントされ、他と区別がつくレンダリングになっていることを確認
2:「ここが引用されている･･･」でインデントされ、他と区別がつくレンダリングになっていることを確認",,,,,
,H49-3,○,"1:q要素でマークアップした部分「自己憐憫は･･･でしょう」の前後に引用符（""）が一つずつ表示されるか確認",,,,,
,H49-4,○,"1:sup要素でマークアップされた""Zn2+""の""2+""が、上付き文字として表示されていることを確認
2:sub要素でマークアップされた""H2O""の""2""が、下付き文字で表示されていることを確認",,,,,
,H50-1,×,1:キー操作で、リスト全体をスキップすることができることを確認,キャレットブラウズモード(F7)でも製品カテゴリ→検索機能をご利用いただけます。に飛べない,,,,
,H50-2,-,テスト不要,,,,,
,H51,○,1:列見出しセルと行見出しセルが、データセルと区別がつくように太字で表示されていることを確認,,,,,
,H53-1,○,1:：「ここには、オブジェクトとその動作についての説明が入ります。」という代替テキストが表示されていることを確認,,,,,
,H53-2,○,1:富士通のロゴ画像が表示されることを確認,,,,,
,H53-3,○,"1:富士通のロゴ画像が表示されることを確認
2:画像を以下のやり方で非表示。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする。
画像非表示にすると、代替テキスト「富士通」が表示されることを確認",,,,,
,H56,○,"1:「1, 2, 3, 4, 5, 、, 6789, 。 」という並び順で表示されることを確認",,,,,
,H57-1,○,「本テスト対象のコードは別ファイルになっています。」のリンク先のページが英語「The power of the Web is in its universality. Access by everyone regardless of disability is an essential aspect.」で表示されるか確認。,,,,,
,H57-2,○,「本テスト対象のコードは別ファイルになっています。」のリンク先のページが英語「The power of the Web is in its universality. Access by everyone regardless of disability is an essential aspect.」で表示されるか確認。,,,,,
,H57-3,○,「本テスト対象のコードは別ファイルになっています。」のリンク先のページが英語「The power of the Web is in its universality. Access by everyone regardless of disability is an essential aspect.」で表示されるか確認。,,,,,
,H63,-,テスト不要,,,,,
,H64-1,-,テスト不要,,,,,
,H64-2,-,テスト不要,,,,,
,H65-1,△,"1:マウスポインタを置くと、セレクトメニュー上に置いた際に、「検索範囲を選択」がツールチップとして表示されるかを確認
2:フォーカスがセレクトメニュー上に移動させた際に、「検索範囲を選択」がツールチップとして表示されるかを確認","1:○　
2:×：キーボード操作の場合はフォーカスが上にきてもツールチップが表示されない。",,,,
,H65-2,△,"1:マウスポインタを各テキストフィールド上に置いた際に、それぞれ「市外局番」、「市内局番」、「加入者番号」がツールチップとして表示されるか。
2:キーボード操作（タブキー）で各テキストフィールドにフォーカスを移動させた際に、それぞれ「市外局番」、「市内局番」、「加入者番号」がツールチップとして表示されるか確認。","1:○　
2:×：各テキストフィールドにフォーカスを移動させても、それぞれの「市外局番」、「市内局番」、「加入者番号」がツールチップとして表示されなかった",,,,
,H65-3,△,"1:マウスポインタを置いた際に、「検索キーワードを入力」がツールチップとして表示されていることを確認
2:Tabキーでフォーカスを移動させ、「検索キーワードを入力」がツールチップとして表示されていることを確認","1:○　
2:×：Tabキーでフォーカスを移動させたが、「検索キーワードを入力」がツールチップとして表示されなかった",,,,
,H67,○,"1:画像を以下のやり方で非表示にした。
ツールメニュー＞オプション＞コンテンツパネル
「画像を自動的に読み込む」のチェックをオフにする
代替テキストが表示されることを確認",,,,,
,H69,×,"1:キーボード操作で各見出しへ順にフォーカスできるか確認
2:キーボード操作で各見出しへ順にフォーカスできるか確認",×：Firefoxに見出しジャンプの機能なし（Firefox3.5と同様）,,,,
,H70,○,"1:「F6」でフレーム移動し、メインコンテンツのフレーム内にフォーカスを移動することを確認
2:フレームのリスト表示機能はない","1:○
2:×：フレームのリスト表示機能は存在しない。",,,,
,H71-1,○,1:「ハムレットの作者は？」が、5つのラジオボタンをグルーピングしたラベルとわかることを確認,,,,,
,H71-2,○,1:「興味のある項目（当てはまるものはすべてチェック）」が、3つのチェックボックスをグルーピングしたラベルと分かることを確認,,,,,
,H71-3,○,1:「好きな哲学者は？」が、3つのラジオボタンをグルーピングしたラベルと分かることを確認,,,,,
,H71-4,○,1:「自宅住所」、「送付先住所」が、それぞれ2つのテキストフィールド（「あて先」と「郵便番号」）をグルーピングしたラベルと分かることを確認,,,,,
,H73-1,-,テスト不要,,,,,
,H73-2,-,テスト不要,,,,,
,H77-1,-,テスト不要,,,,,
,H77-2,-,テスト不要,,,,,
,H78,-,テスト不要,,,,,
,H79,-,テスト不要,,,,,
,H80-1,-,テスト不要,,,,,
,H80-2,-,テスト不要,,,,,
,H80-3,-,テスト不要,,,,,
,H81-1,-,テスト不要,,,,,
,H81-2,-,テスト不要,,,,,
,H84-1,○,"1:セレクトメニューで月を選択しても何も実行されず、[表示]ボタンをマウスでクリックするとリンク先が表示されることを確認
2:セレクトメニューで月を選択しても何も実行されず、[表示]ボタンを押下するとリンク先が表示されることを確認",,,,,
,H84-2,○,"1:セレクトメニューでオプションを選択しても何も実行されず、[実行]ボタンをマウスでクリックするとリンク先が表示されるとを確認
2:セレクトメニューでオプションを選択しても何も実行されず、[実行]ボタンを押下するとリンク先が表示されることを確認",,,,,
,H85-1,○,1:マウスでセレクトメニューを選んだとき、グルーピングされた状態（例えば「フルーツ」が「リンゴ」、「バナナ」、「桃」をグルーピングしたラベルであること）を確認,Alt+↓でセレクトメニューのリストを展開しグルーピングを確認することが可能,,,,
,H85-2,○,1:optgroup要素のlabel属性値（General Techniques、HTML Techniques）が、そのグループのラベルであることが分かるように表示されることを確認,,,,,
,H86-1,△,"1:顔文字「（＾＾）」に破線の下線がつき、補足説明があることを確認
2:顔文字「（＾＾）」にマウスポインタをおくと、ツールチップで「笑顔」と表示されることを確認
3:キーボード操作：何らかのキー操作により、顔文字「（＾＾）」にツールチップでtitle属性値「笑顔」が表示されるか確認。","1:○
2:○
3:×：ツールチップが表示されない。",,,,
,H86-2,-,テスト不要,,,,,
,H86-3,○,"1:「Au5t1N r0xx0rz」に破線の下線ができ、title属性値があることを確認
2:マウスポインタを「Au5t1N r0xx0rz」の上におくと「Austin Rocks」というツールチップを確認",,,,,
,H91-1a,○,"1:マウス操作：リンクをクリックして、リンク先に移動することを確認
2:キーボード操作：リンクにフォーカスを移動させた後、押下してリンク先に移動することを確認",,,,,
,H91-1b,○,"1:マウス操作：リンクをクリックして、リンク先に移動することを確認 
2:キーボード操作：リンクにフォーカスを移動させた後、押下してリンク先に移動することを確認",,,,,
,H91-1c,○,"1:マウス操作：リンクをクリックして、リンク先に移動することを確認
2:キーボード操作：リンクにフォーカスを移動させた後、押下してリンク先に移動することを確認",,,,,
,H91-2a,○,"1:マウス操作：ボタンをクリックできることを確認
2:キーボード操作：ボタンにフォーカスを移動させた後、押下できることを確認",,,,,
,H91-2b,○,"1:マウス操作：各３つのボタンをクリックできることを確認
2:キーボード操作：各３つのボタンにフォーカスを移動させた後、押下できることを確認",,,,,
,H91-2c,○,"1:マウス操作：ボタンをクリックできることを確認
2:キーボード操作：ボタンにフォーカスを移動させた後、押下できることを確認",,,,,
,H91-2d,○,"1:マウス操作：ボタンをクリックできることを確認
2:キーボード操作：ボタンにフォーカスを移動させた後、押下できることを確認",,,,,
,H91-2e,△,"1:マウス操作：マウスポインタを置いた際に、title属性値「ファイルを保存する」がツールチップで表示されることを確認
2:キーボード操作：ボタンにフォーカスを移動させた際に、title属性値「ファイルを保存する」がツールチップで表示されることを確認","1:○
2:×：:ボタンにフォーカスを移動させた際に、title属性値「ファイルを保存する」がツールチップで表示されなかった。（前回同様）",,,,
,H91-3a,○,"1:マウス操作：テキストフィールドにフォーカスを移動して、value属性値「バナナ」を編集できることを確認
2:キーボード操作：テキストフィールドにフォーカスを移動して、value属性値「バナナ」を編集できることを確認",,,,,
,H91-3b,△,"1:マウス操作：テキストフィールドにマウスポインタを置いた際に、title属性値「果物の種類」がツールチップで表示されることを確認
2:マウス操作：テキストフィールドにフォーカスを移動した際に、value属性値「バナナ」を編集できることを確認
3:キーボード操作：テキストフィールドにフォーカスを移動した際に、title属性値「果物の種類」がツールチップで表示されることを確認 
4:キーボード操作：テキストフィールドにフォーカスを移動した際に、value属性値「バナナ」を編集できることを確認","1:○
2:○　
3:×：Tabで移動後、ツールチップは表示されなかった。（前回同様）
4:○",,,,
,H91-4,○,1:キーボード操作：チェックボックスにフォーカスを移動させ、スペースキーでチェックボックスの状態を選択及び非選択に変更できることを確認,,,,,
,H91-5,○,1:キーボード操作：ラジオボタンにフォーカスを移動させ、カーソルキーでラジオボタンの選択を変更できることを確認,,,,,
,H91-6a,○,"1:マウス操作：セレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できることを確認
2:キーボード操作：セレクトメニューにフォーカスを移動させた後、カーソルキー操作により、セレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できることを確認",,,,,
,H91-6b,△,"1:マウス操作：セレクトメニューにマウスポインタを置いた際に、title属性値「数字」がツールチップで表示されることを確認
2:マウス操作：セレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できることを確認
3:キーボード操作：セレクトメニューにフォーカスを移動した際に、title属性値「数字」はツールチップで表示されることを確認
4:キーボード操作：セレクトメニューにフォーカスを移動させた後、カーソルキー操作により、セレクトメニューの選択肢「1」、「2」、「3」をそれぞれ選択できることを確認","1:○
2:○　
3:×：Tabキーでセレクトメニューに移動したところ、ツールチップは表示されなかった。（前回同様）
4:○",,,,
,H91-7a,○,"1:マウス操作：テキストエリアにフォーカスを移動して、テキスト「87年前」を編集できることを確認
2:キーボード操作：テキストエリアにフォーカスを移動して、テキスト「87年前」を編集できることを確認",,,,,
,H91-7b,△,"1:マウス操作：テキストフィールドにマウスポインタを置いた際に、title属性値「コメントを入力」がツールチップで表示されることを確認
2:マウス操作：テキストフィールドにフォーカスを移動した際に、テキスト「87年前」を編集できることを確認
3:キーボード操作：テキストフィールドにフォーカスを移動した際に、title属性値「コメントを入力」がツールチップで表示されることを確認
4:キーボード操作：テキストフィールドにフォーカスを移動した際に、テキスト「87年前」を編集できることを確認","1:○
2:○
3:×：Tabキーでテキストフィールドに移動したところ、ツールチップは表示されなかった。（前回同様）　
4:○",,,,
,H91-8,○,1:キーボード操作：ラジオボタンにフォーカスを移動させ、カーソルキー操作でラジオボタンの選択を変更できることを確認,,,,,
,SCR2,○,"1.マウス操作：マウスカーソルをリンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」上に移動させる。その時にアイコン画像が変更されることを確認。マウスカーソルをリンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」上から外す。その時に元のアイコン画像に戻ることを確認。

2.キーボード操作：Tabキーを使いフォーカスをリンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」上に移動させる。その時にアイコン画像が変更されることを確認。Tabキーを使いフォーカスをリンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」上から外す。その時に元のアイコン画像に戻ることを確認。",2012年4月修正,,,,
,SCR16,○,"1:40秒後にダイアログが表示されることを確認
2:マウス操作でダイアログの[OK]ボタン及び[キャンセル]ボタンを押下できることを確認
3:キーボード操作で[OK]ボタン及び[キャンセル]ボタンを押下できることを確認",,,,,
,SCR18,○,"1:マウス操作で[送信]ボタンをクリックすると、エラーメッセージのダイアログが表示されることを確認
2:キーボード操作で[送信]ボタンをクリックすると、エラーメッセージのダイアログが表示されることを確認",,,,,
,SCR20-1,○,"いずれもJavaScript有効時
1.マウス操作：マウスカーソルをリンク「ダイアログを表示」上に移動させる。マウスをクリックしリンク「ダイアログを表示」を押下。ダイアログが表示されることを確認。

2.キーボード操作：Tabキーを使いフォーカスをリンク「ダイアログを表示」上に移動させる。Enterキーでリンク「ダイアログを表示」を押下。ダイアログが表示されることを確認。","2012年4月修正

JavaScript無効時もマウス及びキーボード操作のどちらでもダイアログが表示されないことを確認。",,,,
,SCR20-2,○,"いずれもJavaScript有効時
1.マウス操作：マウスカーソルをリンク「ダイアログを表示」上に移動させる。マウスをクリックしリンク「ダイアログを表示」を押下。マウスクリック状態が解除された時にダイアログが表示されることを確認。

2.キーボード操作：Tabキーを使いフォーカスをリンク「ダイアログを表示」上に移動させる。Enterキーでリンク「ダイアログを表示」を押下。Enterキー押下状態が解除された時にダイアログが表示されることを確認。","2012年4月修正

JavaScript無効時もマウス及びキーボード操作のどちらでもダイアログが表示されないことを確認。",,,,
,SCR20-3,○,"いずれもJavaScript有効時
1.マウス操作：マウスカーソルをリンク「ダイアログを表示」上に移動させる。マウスをクリックしリンク「ダイアログを表示」を押下。マウスクリック状態が解除された時にダイアログが表示されることを確認。

2.キーボード操作：Tabキーを使いフォーカスをリンク「ダイアログを表示」上に移動させる。Enterキーでリンク「ダイアログを表示」を押下。Enterキー押下状態が解除された時にダイアログが表示されることを確認。","2012年4月追加

JavaScript無効時もマウス及びキーボード操作のどちらでもダイアログが表示されないことを確認。",,,,
,SCR20-4,○,"いずれもJavaScript有効時
1.マウス操作：マウスカーソルをリンク「ダイアログを表示」上に移動させる。その時にダイアログが表示されることを確認。

2.キーボード操作：Tabキーを使いフォーカスをリンク「ダイアログを表示」上に移動させる。その時にダイアログが表示されることを確認。","2012年4月追加

JavaScript無効時もマウス及びキーボード操作のどちらでもダイアログが表示されないことを確認。",,,,
