,G179-1a,○,1:メニューの[表示]−[ズーム]−[文字サイズだけ変更]を選択し、文字サイズを200%まで拡大すると、テキストのブロックにスクロールバーが出現し、最後の文「ここで1(2)列目のカラム終了です。」まで表示されることを確認,,,,,
,G179-1b,○,1::メニューの[表示]−[ズーム]−[文字サイズだけ変更]を選択し、文字サイズを200%まで拡大すると、テキストのブロックにスクロールバーが出現し、最後の文「ここで1(2)列目のカラム終了です。」まで表示されることを確認,,,,,
,G179-2,○,1::メニューの[表示]−[ズーム]−[文字サイズだけ変更]を選択し、[文字サイズだけ変更]で拡大し、テキストのコンテナの幅は固定されたまま、高さはテキストの大きさに応じて徐々に伸びていき、すべてのコンテンツが表示された状態でテキストサイズが大きくなっていることを確認,,,,,
,G179-3,○,1::メニューの[表示]−[ズーム]−[文字サイズだけ変更]を選択して文字を拡大し、テキストのコンテナの幅と高さはテキストの大きさに応じて徐々に伸びていき、すべてのコンテンツが表示された状態でテキストサイズだけが大きくなっていくことを確認,,,,,
,H58,-,テスト不要,,,,,
,H59,×,ナビゲーション機能がない,ブラウザに機能無し,,,,
,SCR31,○,1:キーボード操作：各リンクがフォーカスを受け取った際に、そのリンクの背景色が黄色に変わり、フォーカスが外れると元の見た目に戻ることを確認,,,,,
,,,,,,,,
,この作品は、クリエイティブ・コモンズ・ライセンスの下でライセンスされています,,,,,,,
,,,,,,,,
,,,利用許諾条件（表示 - 継承 2.1 日本）の確認 ,,,,,
,,,,,,,,
,原著作者：富士通デザイン株式会社,,,,,,,
,作成者：ウェブアクセシビリティ基盤委員会　実装ワーキンググループ（WG2）,,,,,,,
,作成日： 2011年4月26日,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
