,G90-1,○,"1.ボタン画像をクリックすると、画像が切り替わった
2.ボタン画像にフォーカスを移動させてEnterキを押下すると、画像が切り替わった ",,,,,,,,
,G90-2,○,"1.ボタン画像をクリックしてマウスを元に戻したときに、画像が切り替わった 
2.ボタン画像にフォーカスを移動させて、Enterキを押下してキーを元に戻したときに、画像が切り替わった ",,,,,,,,
,G90-3,○,"1.ボタン画像にマウスオーバーしたら、画像が切り替わった
2.ボタン画像にフォーカスを移動させると、画像が切り替わった",,,,,,,,
,G90-4,○,"1.ボタン画像にマウスポインタを乗せた後にマウスポインタを外すと、画像が切り替わった
2.ボタン画像にフォーカスを移動させた後にフォーカスを外すと、画像が切り替わった",,,,,,,,
,G90-5,○,"1.ボタン画像をクリックすると、画像が切り替わった 
2.ボタン画像にフォーカスを移動させてEnterキーなどを押下すると、画像が切り替わった",,,,,,,,
,G91,○,マウス操作、キーボード操作ともにリンク先に移動可能。,,,,,,,,
,G96-1,-,テスト不要,,,,,,,,
,G96-2,-,テスト不要,,,,,,,,
,G96-3,-,テスト不要,,,,,,,,
,G107,○,"1.「用語解説 (新しいウィンドウで表示)」にマウスポインタを置いただけでは何も起こらず、リンクをクリックしたとき別ウィンドウが開いた 
2.「用語解説 (新しいウィンドウで表示)」にフォーカスを移動させただけでは何も起こらず、リンクを押下したときだ別ウィンドウが開いた",,,,,,,,
,G108,-,テスト不要,,,,,,,,
,G115-1,○,青フォント、下線が付いているのでリンクであることが認識できる,,,,,,,,
,G115-2,○,"1.「吾輩は猫である」はイタリック/斜体で表示された 
2.「吾輩は猫である。名前はまだ無い。･･･思わなかった。」は行頭がインデントされた",,,,,,,,
,G115-3,○,1.「ギアがニュートラルにあることを確認してください」が、太字で表示された,,,,,,,,
,G115-4,○,"1. CSSをオフにした状態で、em要素（「本当に」）又はstrong要素（「素晴らしい」）でマークアップした箇所が、他とは区別のつく見た目でレンダリングされた。

2. em要素とstrong要素との区別も付くようにレンダリングされた
（em要素はイタリック、strong要素は太字） 
",,,,,,,,
,G115-5,○,"1.「痛烈な」の背景色がCSSで指定したシアンで表示された
2.「痛烈な」が標準のフォントスタイルで表示された ",,,,,,,,
,G117,-,テスト不要,,,,,,,,
,G122,-,,,,,,,,,
,G123-4a,△,"1,「メインコンテンツへスキップ」、「メイン ナビゲーションをスキップ」、「サブ ナビゲーションをスキップ」、「ウルトラ サブ ナビゲーションをスキップ」が常に表示されている ","2.「メイン ナビゲーションをスキップ」を押下した後、Tabキーを押すと「メインコンテンツへスキップ」にフォーカスがあたる
3.「サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すと「サブ ナビゲーションをスキップ」にフォーカスがあたる
4.「ウルトラ サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すと「ウルトラ サブ ナビゲーションをスキップ」にフォーカスがあたる",,,,,,,
,G123-4b,△,"1,「メインコンテンツへスキップ」、「メイン ナビゲーションをスキップ」、「サブ ナビゲーションをスキップ」、「ウルトラ サブ ナビゲーションをスキップ」が常に表示されている ","2.「メイン ナビゲーションをスキップ」を押下した後、Tabキーを押すと「メインコンテンツへスキップ」にフォーカスがあたる
3.「サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すと「サブ ナビゲーションをスキップ」にフォーカスがあたる
4.「ウルトラ サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すと「ウルトラ サブ ナビゲーションをスキップ」にフォーカスがあたる

フォーカスに合わせて画面の表示がスクロールされない。",,,,,,,
,G124-1,△,1.「メインコンテンツへスキップ」「検索ボックスへスキップ」「メインメニューへスキップ」が常に表示されている ,"2.「メインコンテンツへスキップ」を押下した後、次にTabキーを押下すると「メインコンテンツへスキップ」にフォーカスが残ったままになる 
3.「検索ボックスへスキップ」を押下した後、次にTabキーを押下すると「メインコンテンツへスキップ」ドにフォーカスがあたる
4.「メインメニューへスキップ」を押下した後、次にTabキーを押下すると「メインコンテンツへスキップ」ドにフォーカスがあたる",,,,,,,
,G124-2,△,1.「メインコンテンツへスキップ」「検索ボックスへスキップ」「メインメニューへスキップ」が、常には表示されておらず、フォーカスを移動させた際のみ表示される ,"2.「メインコンテンツへスキップ」を押下した後、次にTabキーを押下すると「メインコンテンツへスキップ」にフォーカスが残ったままになる 
3.「検索ボックスへスキップ」を押下した後、次にTabキーを押下すると「メインコンテンツへスキップ」ドにフォーカスがあたる
4.「メインメニューへスキップ」を押下した後、次にTabキーを押下すると「メインコンテンツへスキップ」ドにフォーカスがあたる",,,,,,,
,G138,○,[必須]が赤フォント太字で表示されている。,,,,,,,,
,G187,○,エスケープで静止できた。,,,,,,,,
,G196-1,○,画像の残像があるので、代替テキストは表示されない。（隠れている？）,[インターネットオプション]-[詳細設定]-[ユーザー補助]にある「常にイメージのALTテキストを展開する」にチェックを入れると、代替テキストが表示される。必要に応じて、利用者はこの設定によって代替テキストを表示できる。,,,,,,,
,G196-2,×,詳細設定で画像非表示を設定して確認。,画像非表示アイコンでそれぞれ表示され、代替テキストは表示されない（img設定サイズの問題？）,,,,,,,
,H2-1,○,"ツール→インターネットオプション→詳細設定で画像の非表示設定を行った。
画像は消え、代替テキストも表示されなかった。",,,,,,,,
,H2-2,○,"ツール→インターネットオプション→詳細設定で画像の非表示設定を行った。
代替テキスト「富士通株式会社」が表示された。",,,,,,,,
,H4-1,○,"tabを押すと、以下の順でフォーカスが移動した。
1.夫の姓 
2.夫の名 
3.夫の出身地 
4.妻の姓 
5.妻の名 
6.妻の出身地 ",,,,,,,,
,H4-2,○,Tabキーで移動すると、テキストフィールド、検索ボタン、”携帯サイト”、”サイトマップ”の順で移動する。,,,,,,,,
,H4-3a,○,"tabを押すと、以下の順でフォーカスが移動した。
1.リンク 1（1） 
2.リンク 3（1） 
3.リンク 2（2） 
4.リンク 4（2） ",,,,,,,,
,H4-3b,○,"tabを押すと、以下の順でフォーカスが移動した。
1.リンク 1（1） 
2.リンク 2（1） 
3.リンク 21（1） 
4.リンク 3（1） 
5.リンク 20（1） ",,,,,,,,
,H24,×,画像をインターネットオプションのところで「画像を表示しない」に設定して実行。area要素のalt属性は表示されない。,カーソルを持っていくとツールチップでは「カウンター」など表示される。,,,,,,,
,H25,○,リンク先の画面のタイトルバーに「ワールドワイドウェブコンソーシアム」が表示された。,,,,,,,,
,H30-1,-,テスト不要,,,,,,,,
,H30-2,○,"ツール→インターネットオプション→詳細設定で画像の非表示設定を行った。
「東京駅構内の最新のルート」と表示された。",,,,,,,,
,H30-3,○,"ツール→インターネットオプション→詳細設定で画像の非表示設定を行った。
何も表示されたなかった。",,,,,,,,
,H30-4,○,画像をインターネットオプションのところで「画像を表示しない」に設定して実行。,,,,,,,,
,H30-5,×,ツール→インターネットオプション→詳細設定で画像の非表示設定を行った。,,,,,,,,
,H32-1,○,マウス操作、キーボード操作でともに実行ボタンを押下してフォーム送信が可能。,,,,,,,,
,H32-2,○,"1. マウス操作：セレクトメニューで選択肢「ブログ」を選んだだけでは何も起こらなかった。次に、[選択したページへ移動する]ボタンをクリックすると選択したページへリダイレクトされた。

2. キーボード操作：セレクトメニューで選択肢「ブログ」を選んだだけでは何も起こらなかった。次に、[選択したページへ移動する]ボタンを押下すると選択したページへリダイレクトされた。",,,,,,,,
,H33-1,△,"マウスポインタをでリンクに合わせるとツールチップが表示された。
キーボード操作でリンクにあわせてもツールチップは表示されなかった。",キーボード操作の場合、ツールチップは表示されなかったため。,,,,,,,
,H33-2,△,2.「富士通 公開サイト」にマウスポインタを置いた際に、title属性値「新しいウィンドウで開く」がツールチップで表示される ,"1.「富士通 公開サイト」にtitle属性値による補足説明があることが認識できない
3.「富士通 公開サイト」にフォーカスを移動させた際に、title属性値「新しいウィンドウで開く」がツールチップで表示されない ",,,,,,,
,H35,×,"インターネットオプションのセキュリティでレベルのカスタマイズのところのJavaのアプレットスクリプトを無効にする、という設定で、実行。
alt属性とarea要素のどちらも表示されない。",リンク先のページにはファイルに「！」がついたものが表示されているのみだったので、×。,,,,,,,
,H36,○,画像をインターネットオプションのところで「画像を表示しない」に設定して実行。「送信」と代替テキストが表示されていた。,,,,,,,,
,H37-1,○,画像をインターネットオプションのところで「画像を表示しない」に設定して実行。「東京駅構内図を見る」という代替テキストが表示されていた。,,,,,,,,
,H37-2,○,"ツール→インターネットオプション→詳細設定で画像の非表示設定を行った。
「デパートのフロアガイド。各階について詳しくお知りになりたい場合は各階を選択してください。」と表示された。",,,,,,,,
,H39,○,「3月6日の週の予定」がデータテーブルの表題として表示された。,,,,,,,,
,H42,○,IEの文字の大きさ（中）で確認。見出しのそれぞれの大きさの違いを確認、区別できた。,※（最大）の文字サイズで見ると（中）とかに比べて見えにくかった。,,,,,,,
,H43,-,テスト不要,,,,,,,,
,H44-1,○,マウスで「お名前」をクリック、テキストフィールドにカーソルが表示された,,,,,,,,
,H44-2,○,マウスで「HTML」をクリック、チェックボックスがありとなしで切り替わった,,,,,,,,
,H44-3,○,マウスポインタでクリックすると、それぞれのラジオボタンが選択された状態になった。,,,,,,,,
,H45,×,"ツール→インターネットオプション→詳細設定で画像の非表示設定を行った。
「会員数の遷移グラフ」という代替テキストが表示さた。",longdesc属性で指定しているH45-ref1.htmlへのリンクは提示されなかった。,,,,,,,
,H48-1,○,各リスト項目の先頭に数字が順に表示されている。,,,,,,,,
,H48-2,-,ブラウザの条件は特になし,,,,,,,,
,H48-3,○,定義がインデントされ表示されている。,,,,,,,,
,H49-1,○,CSSを外した状態でも「本当に」は太字斜体、「素晴らしい」は太字と、別々に表示された,,,,,,,,
,H49-2,○,CSSを外した状態でも「わが人生の物語」は太字斜体、「ここが引用されている…」はインデント表示と、別々に表示された,,,,,,,,
,H49-3,○,"q要素でマークアップした部分「自己憐憫は･･･でしょう」の前後に引用符（""）が一つずつ表示された。",,,,,,,,
,H49-4,○,"1. 表示： sup要素でマークアップされた""Zn2+""の""2+""が、上付き文字として表示された。
2. 表示： sub要素でマークアップされた""H2O""の""2""が、下付き文字で表示された。",,,,,,,,
,H50-1,×,"マイクロソフトのInternet Explorer 6 のショートカット キーで確認した
http://www.microsoft.com/japan/enable/products/keyboard/ie6.mspx",リスト全体をスキップさせるキーは見つからなかった。,,,,,,,
,H50-2,-,テスト不要,,,,,,,,
,H51,○,列見出し行見出しセルは太字で表示され、データセルと区別されて表示されている。,,,,,,,,
,H53-1,×,イントラネットゾーンでの検証。,代替テキストは表示されない。,,,,,,,
,H53-2,×,"1．×：テスト開始とテスト終了の間に何も表示されない
2．×：画像をインターネットオプションで「表示しない」に設定して実行しても変わらず何も表示されない。",画像非表示にして更新のF5を押すと、一瞬アイコンのようなものが見えるが、すぐに消えて表示がなくなる,,,,,,,
,H53-3,×,"1．×：テスト開始とテスト終了の間に何も表示されない
2．×：画像をインターネットオプションで「表示しない」に設定して実行しても変わらず何も表示されない。",画像非表示にして更新のF5を押すと、一瞬アイコンのようなものが見えるが、すぐに消えて表示がなくなる,,,,,,,
,H56,○,"「」内の数字及び句読点が次の並び順で表示された。
1, 2, 3, 4, 5, 、, 6789, 。",,,,,,,,
,H57-1,○,英語で表示されている。,,,,,,,,
,H57-2,○,英語で表示されている。,,,,,,,,
,H57-3,○,英語で表示されている。,,,,,,,,
,H63,-,テスト不要,,,,,,,,
,H64-1,-,テスト不要,,,,,,,,
,H64-2,-,テスト不要,,,,,,,,
,H65-1,×,マウスでカーソルをセレクトメニュー「このサイト内」の上に合わせたが反応なし,IE6かXPどちらかが対応していない模様,,,,,,,
,H65-2,△,"各テキストフィールドに対してマウスオーバーすると、title属性がツールチップで表示される。
しかし、各テキストフィールドに対しTab,Shift+Tabキーでフォーカスをあてても、title属性がツールチップで表示されることはない。",キーボード操作の場合、テキストフィールド毎のツールチップは確認できない。,,,,,,,
,H65-3,△,"テキストフィールドに対してマウスオーバーすると、title属性がツールチップで表示される。
しかし、テキストフィールドに対しTab,Shift+Tabキーでフォーカスをあてても、title属性がツールチップで表示されることはない。",キーボード操作の場合、テキストフィールド毎のツールチップは確認できない。,,,,,,,
,H67,○,画像をインターネットオプションのところで「画像を表示しない」に設定して実行。代替テキストは表示されないので○。,画像の残像のようなものはある。,,,,,,,
,H69,×,Tabを押して項目移動させたが、リンクとフォームの項目しか移動しない,IE6で見出しショートカットキーやキーボードの対応操作がない,,,,,,,
,H70,○,"1,Ctrl+F6でフレーム間の移動ができた
2,リスト表示機能はみつからなかった",,,,,,,,
,H71-1,○,画面上で５つのラジオボタン項目を囲った枠が表示されている,,,,,,,,
,H71-2,○,画面上で３つのチェックボックス項目を囲った枠が表示されている,,,,,,,,
,H71-3,○,画面上で３つのラジオボタン項目を囲った枠が表示されている,,,,,,,,
,H71-4,○,「自宅住所」「送付先住所」２つがそれぞれ別で囲った枠が表示されている,,,,,,,,
,H73-1,-,テスト不要,,,,,,,,
,H73-2,-,テスト不要,,,,,,,,
,H77-1,-,テスト不要,,,,,,,,
,H77-2,-,テスト不要,,,,,,,,
,H78,-,テスト不要,,,,,,,,
,H79,-,テスト不要,,,,,,,,
,H80-1,-,テスト不要,,,,,,,,
,H80-2,-,テスト不要,,,,,,,,
,H80-3,-,テスト不要,,,,,,,,
,H81-1,-,テスト不要,,,,,,,,
,H81-2,-,テスト不要,,,,,,,,
,H84-1,○,"1. マウス操作：　セレクトメニューで「1月」を選択しても何も実行されなかった。次に、[表示]ボタンを押下するとリンク先が表示された。
2. キーボード操作：　セレクトメニューで「12月」を選択しても何も実行されなかった。次に、[表示]ボタンを押下するとリンク先が表示された。",,,,,,,,
,H84-2,○,"1. マウス操作：　セレクトメニューでオプション「リンゴ」を選択しても何も実行されなかった。次に、[実行]ボタンを押下するとリンク先が表示された。
2. キーボード操作：　セレクトメニューでオプション「オレンジ」を選択しても何も実行されなかった。次に、[実行]ボタンを押下するとリンク先が表示された。",,,,,,,,
,H85-1,○,マウスでクリックすれば問題なく表示されるが、キーボード操作ではヘルプに掲載されていない操作（alt＋↓or↑）で表示,,,,,,,,
,H85-2,○,optgroup要素のlabel属性値はイタリックボールドで表示された。,,,,,,,,
,H86-1,×,「（＾＾）」に対しマウスオーバー、タブ移動で確認した。,"1.補足説明があることが分かるように表示されなかった
2.マウスポインタを置いても、ツールチップは表示されなかった。
3.キー操作により、title属性値「笑顔」を表示させることはできなかった",,,,,,,
,H86-2,-,テスト不要,,,,,,,,
,H86-3,×,画面上で分かる表示がされていない、カーソルを合わせても結果なしと表示される,IE6かXPどちらかが対応していない模様,,,,,,,
,H91-1a,○,"1．○：カーソルを『富士通』に合わせてクリックで、リンク先に移動。
2．○：Tabキーで『富士通』にフォーカスを合わせてEnterでリンク先に移動。",,,,,,,,
,H91-1b,○,"1．○：カーソルを画像に合わせてクリックで、リンク先に移動。
2．○：Tabキーで画像にフォーカスを合わせてEnterでリンク先に移動。",,,,,,,,
,H91-1c,○,"1．○：カーソルを画像または『富士通』部分に合わせてクリックで、リンク先に移動。
2．○：Tabキーで画像または『富士通』部分にフォーカスを合わせてEnterでリンク先に移動。",,,,,,,,
,H91-2a,○,"1．○：クリックが可能。
2．○：キーボードのTabキーでボタンにフォーカスを合わせてスペースで押下が可能

（カーソルを当てると外枠がオレンジ、押した後別の部分をクリックするまでは外枠が青色、押している間はボタン全体がやや濃い灰色という変化。また、テキスト部分に当てると縦線、リンクに当てると手のマーク、それ以外では矢印だが、ボタンのところにカーソルを持ってきた場合、矢印のままだった。
",,,,,,,,
,H91-2b,○,"1．○：３つともクリックが可能。
2．○：３つともキーボードのTabキーでボタンにフォーカスを合わせてスペースで押下が可能

（カーソルを当てると外枠がオレンジ、押した後別の部分をクリックするまでは外枠が青色、押している間はボタン全体がやや濃い灰色という変化。また、テキスト部分に当てると縦線、リンクに当てると手のマーク、それ以外では矢印だが、ボタンのところにカーソルを持ってきた場合、矢印のままだった。）
",,,,,,,,
,H91-2c,○,マウスポインタをボタンに合わせて押したところ、ボタンに変化が無いため、押しているという感覚がなかった。キーボードのTabキーでボタンにフォーカスを合わせてスペースを押した時も同様。,クリックするとアンカーが現れ、別の場所をクリックするまではそのままである。また、カーソルを合わせると矢印のマークから手のマークになるので、ボタンと解釈できるかもしれないが、押下しているという感覚はあまり無い。押下している間目に見えた変化は、ツールチップが消えたことであるが、Tabキー移動だと現れなかった。,,,,,,,
,H91-2d,○,マウスポインタをボタンに合わせて押したところ、ボタンに変化が無いため、押しているという感覚がなかった。キーボードのTabキーでボタンにフォーカスを合わせてスペースを押した時も同様。,クリックするとアンカーが現れ、別の場所をクリックするまではそのままである。また、カーソルを合わせると矢印のマークから手のマークになるので、ボタンと解釈できるかもしれないが、押下しているという感覚はあまり無い。押下している間目に見えた変化は、ツールチップが消えたことであるが、Tabキー移動だと現れなかった。,,,,,,,
,H91-2e,△,"1. マウス操作：マウスポインタを置いた際に、title属性値「ファイルを保存する」がツールチップで表示された。
2. キーボード操作：ボタンにフォーカスを移動させた際に、title属性値「ファイルを保存する」がツールチップで表示されなかった。",テスト方法の1は○でしたが、2が×だったため、検証結果は△にしました。,,,,,,,
,H91-3a,○,"1．○：カーソルをテキストフィールドに合わせてクリックすると、編集できる。
2．○：Tabキーで移動しテキストフィールドにフォーカスを合わせ、編集。",,,,,,,,
,H91-3b,△,"1．○：カーソルを合わせるとツールチップが表示される。
2．○：テキストフィールドをクリックすると編集可能。
3．×：Tabで移動後、ツールチップは表示されなかった。
4．○：Tabキーで移動し、フォーカスを合わせると編集できる。",Tabキーでフォーカスを当てましたが、ツールチップは表示されませんでした。,,,,,,,
,H91-4,○,キーボード操作で「チェック」にフォーカスがあたるが、チェックボックス自体にはフォーカスがあたらない。しかし、「チェック」にフォーカスがあたった状態でスペースキーを押すと、選択、非選択がかわる。,,,,,,,,
,H91-5,○,キーボード操作で左右キーでラジオボタンを選択することが可能。,,,,,,,,
,H91-6a,○,"1．○：下矢印を押した場合、フィールドを押した場合、共に選択可能。
2．○：Tabキーで移動後、矢印キーで選択可能。",,,,,,,,
,H91-6b,△,"1．×：カーソルをセレクトメニューに合わせてもツールチップは表示されない。
2．○：セレクトメニューをクリックすると、選択可能。
3．×：Tabキーでセレクトメニューに移動したところ、ツールチップは表示されなかった。
4．○：Tabキーでセレクトメニューに移動後、矢印キーで選択可能。",Tabキーでフォーカスを当てましたが、ツールチップは表示されませんでした。,,,,,,,
,H91-7a,○,"1．○：カーソルをテキストフィールドに合わせてクリックすると、編集できる。
2．○：Tabキーで移動しテキストフィールドにフォーカスを合わせ、編集。",,,,,,,,
,H91-7b,△,"1．○：カーソルをテキストフィールド合わせるとツールチップが表示される。
2．○：テキストフィールドをクリックすると、編集可能。
3．×：Tabキーでテキストフィールドに移動したところ、ツールチップは表示されなかった。
4．○：Tabキーでテキストフィールド移動後、編集可能。",Tabキーでフォーカスを当てましたが、ツールチップは表示されませんでした。,,,,,,,
,H91-8,○,キーボード操作上下キーでラジオボタンを選択することが可能。,,,,,,,,
,SCR2,○,"1.マウス操作：リンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」にマウスオーバーするとそれぞれのアイコン画像が変更されて、マウスポインタを外すとそれぞれが元のアイコン画像に戻ることを確認

2.キーボード操作：リンク「W3C ウェブ・アクセシビリティ・イニシアティブ」及び「W3C 国際化活動」にTabキーでフォーカスを移動するとそれぞれのアイコン画像が変更されて、フォーカスを外すとそれぞれが元のアイコン画像に戻ることを確認",2012年4月修正,,,,,,,
,SCR16,○,40秒後にダイアログがでて、マウス操作とキーボード操作でダイアログの｛OK」か「キャンセル」が押下できた。,,,,,,,,
,SCR18,○,任意の値を入力して[送信]ボタンを押そうとタブを押した,,,,,,,,
,SCR20-1,○,"1.マウス操作：リンク「ダイアログを表示」をクリックすると（押しただけで）、ダイアログ「JavaScriptは有効です」が表示されることを確認

2.キーボード操作：リンク「ダイアログを表示」にTabキーでフォーカスを移動させてEnterキーを押しただけで、ダイアログ「JavaScriptは有効です」が表示されることを確認（Enterキーを押したままの状態でダイアログが表示されるか） ",2012年4月修正,,,,,,,
,SCR20-2,○,"1.マウス操作：リンク「ダイアログを表示」をクリックすると（押しているときではなく、押し終えてマウスから指を離したら）、ダイアログが表示されることを確認

2.キーボード操作：リンク「ダイアログを表示」にTabキーでフォーカスを移動させるとダイアログ「JavaScriptは有効です」が表示されることを確認",2012年4月修正,,,,,,,
,SCR20-3,○,"1.マウス操作：リンク「ダイアログを表示」をクリックすると、ダイアログが表示されることを確認
2.キーボード操作：リンク「ダイアログを表示」にＴａｂキーでフォーカスを移動させてEnterキーを押すと、ダイアログが表示されることを確認
",2012年4月追加,,,,,,,
,SCR20-4,○,"1.マウス操作：リンク「ダイアログを表示」にマウスオーバーすると、ダイアログが表示されることを確認

2.キーボード操作：リンク「ダイアログを表示」にキーボード操作でフォーカスを移動させると、ダイアログが表示されることを確認 ",2012年4月追加,,,,,,,
,SCR20-5,○,"1.マウス操作：リンク「ダイアログを表示」にマウスオーバーした後にマウスオーバーを外すと、ダイアログが表示されることを確認

2.キーボード操作：リンク「ダイアログを表示」にフォーカスを移動させた後にフォーカスを他の要素（前後のリンク）に移動させようとすると、ダイアログが表示されることを確認",2012年4月追加,,,,,,,
,SCR21,○,"1-1：任意の値とは？「１」をたくさん入れてみたけどエラーにならない。入力値に数字以外を入れないと出てこない。
1-2：移動した
1-3：移動した
1-4：移動した。
2-1、2、3は表示されていた。",任意の値、と「値」と書かれると数字を入れるのかと思ってしまう。しかし、数字を入れるとエラーにならない。テスト上、わかりにくいので数字以外とか示唆してほしい。,,,,,,,
,SCR22,○,テキストが点滅したあと、静止した状態になった。,,,,,,,,
,SCR26,○,"1.マウス操作：リンク「展開」をクリックすると、「コンテンツ」が表示されることを確認

2.キーボード操作 1：リンク「展開」にフォーカスを移動させた後に押下すると、「コンテンツ」が表示されることを確認

3.キーボード操作 2：「コンテンツ」が表示された時点ではフォーカスは「展開」にあり、Tabキーを押下するとフォーカスが「コンテンツ」へ移動することを確認",2012年4月修正,,,,,,,
,SCR28-1,○,"1.「メニュー」をクリックしたら、4つのリンクの非表示/表示を切り替えられた 
2.「メニュー」をEnterしたら、4つのリンクが非表示になった 
3.4つのリンクを非表示にした後、Tabキーを押下するとフォーカスがメインコンテンツ部分の「メインコンテンツのリンク」へ移動した 
4.4つのリンクを非表示し、Tabキーを押下していくとフォーカスが「リンク 1」から順に再表示された4つのリンクを経て、メインコンテンツ部分の「メインコンテンツのリンク」へ移動した",,,,,,,,
,SCR28-2,○,"1.[目次の表示 / 非表示]ボタンをクリックすると、4つのリンクがある目次の非表示/表示を切り替えられた 
2.[目次の表示 / 非表示]ボタンを押下すると、4つのリンクがある目次が非表示になった 
3.目次を非表示にした後、Tabキーを押下するとフォーカスがセクション 1にある「セクション 1のリンク」へ移動した 
4.目次を表示させた後、Tabキーを押下していくとフォーカスが「セクション 1」から順に再表示された目次の4つのリンクを経て、セクション 1にある「セクション 1のリンク」へ移動した",,,,,,,,
,SCR30,○,"1.「リンクラベルを拡張する」をクリックすると、リスト項目にあるテキストリンク「Word」、「PDF」、「HTML」にそれぞれリンクテキストが付加された
2.「リンクラベルを拡張する」にフォーカスを移動させて押下すると、リスト項目にあるテキストリンク「Word」、「PDF」、「HTML」にそれぞれリンクテキストが付加された。
・ウェブの歴史: Word版 ウェブの歴史, PDF版 ウェブの歴史, HTML版 ウェブの歴史 
・こだわりの料理: Word版 こだわりの料理, PDF版 こだわりの料理, HTML版 こだわりの料理 
",,,,,,,,
,SCR32,○,"1.[必須]項目に何も入力しないで[登録]ボタンをクリックすると、エラーメッセージと「次の入力項目を正しく入力してください。」で始まる該当項目のリストが表示された 
2.[必須]項目に何も入力しないで[登録]ボタンを押下すると、エラーメッセージと「次の入力項目を正しく入力してください。」で始まる該当項目のリストが表示された 
3.エラーメッセージ「3つの入力項目に入力エラーがあります。」にフォーカスをあて、Tabキーを押下すると該当項目のリストにフォーカスが移動した
4.該当項目のリストの項目「氏名 [必須]」でEnterキーを押下すると、その項目「氏名 [必須]」のテキストフィールドにフォーカスが移動した",,,,,,,,
,SCR33,○,マウス操作、キーボード操作ともにスクロールをコントロールできた。,,,,,,,,
,SCR35-1,○,"1.「ダイアログを表示」をクリックすると、「JavaScriptは有効です」ダイアログが表示された 
2.「ダイアログを表示」にフォーカスを移動させてEnter押下すると、「JavaScriptは有効です」ダイアログが表示された",,,,,,,,
,SCR35-2,○,"1.ブラウザの設定でJavaScriptをオンにして、リンク「JavaScriptを実行するリンク」をクリックしたら、富士通サイトへ移動した
3.ブラウザの設定でJavaScriptをオンにして、リンク「JavaScriptを実行するリンク」を押下したら、リンク先の富士通サイトへ移動した。
4.ブラウザの設定でJavaScriptをオフにして、リンク「JavaScriptを実行するリンク」を押下したら、代替ページへ移動した","2.ブラウザの設定でJavaScriptをオフにして、リンク「JavaScriptを実行するリンク」をクリックしたら、代替ページへ移動した。
代替ページ経由で、富士通サイトに移動可能",,,,,,,
