,SCR20-2,○,"1.マウス操作：リンク「ダイアログを表示」をクリックすると（押しているときではなく、押し終えてマウスから指を離したら）、ダイアログが表示されるかを確認

2.キーボード操作：リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押し下げてキーから指を離すと（キーを押し下げたときではなく、押し下げたキーが元に戻るときに）、ダイアログが表示されるかを確認",2012年4月修正,,,,,,,
,SCR20-3,○,"1.マウス操作：リンク「ダイアログを表示」をクリックすると、ダイアログが表示されるかを確認

2.キーボード操作：リンク「ダイアログを表示」にフォーカスを移動させてEnterキーを押すと、ダイアログが表示されるかを確認",2012年4月追加,,,,,,,
,SCR20-4,○,"1.マウス操作：リンク「ダイアログを表示」にマウスオーバーすると、ダイアログが表示されるかを確認

2.キーボード操作：リンク「ダイアログを表示」にキーボード操作でフォーカスを移動させると、ダイアログが表示されるかを確認",2012年4月追加,,,,,,,
,SCR20-5,○,"1.マウス操作：リンク「ダイアログを表示」にマウスオーバーした後にマウスオーバーを外すと、ダイアログが表示されるかを確認

2.キーボード操作：リンク「ダイアログを表示」にフォーカスを移動させた後にフォーカスを他の要素（前後のリンク）に移動させようとすると、ダイアログが表示されるかを確認",2012年4月追加,,,,,,,
,SCR21,○,"1.送信ボタンを押すと入力エラーにフォーカスは当たる
2.入力エラーを押すと『1.電話番号を正しく入力してください。』に移動する
3.電話番号を正しく入力してくださいを押すと、電話番号に移動する
4.FAX番号を正しく入力してくださいを押すと、FAX番号に移動する
表示に関しては「入力エラー」「1.電話番号を正しく入力してください」「2.FAX番号を正しく入力してください」がそれぞれ表示される",,,,,,,,
,SCR22,○,三秒間ほど「新製品！」が点滅し、その後は表示されたままになる,,,,,,,,
,SCR26,○,"1.マウス操作：リンク「展開」をクリックすると、「コンテンツ」が表示されるかを確認

2.キーボード操作 1：リンク「展開」にフォーカスを移動させた後に押下すると、「コンテンツ」が表示されるかを確認

3.キーボード操作 2：「コンテンツ」が表示された時点ではフォーカスは「展開」にあり、Tabキーを押下するとフォーカスが「コンテンツ」へ移動するかを確認",2012年4月修正,,,,,,,
,SCR28-1,○,"1.マウス操作で「メニュー」をクリックすると４つのリンクの非表示、表示を切り換えられる。
2.キーボード操作で「メニュー」を押下すると４つのリンクの非表示、表示を切り換えられる。
3.4つのリンクを非表示にしたあと、tabで移動すると「メインコンテンツのリンク」へ移動する。
4.４つのリンクを表示させた後、tabで移動すると「リンク１」から「メインコンテンツ〜」まで移動する。
",,,,,,,,
,SCR28-2,○,"1.ボタンをクリックすると４つのリンクがある目次の非表示、表示が切り換えられる。
2.キーボード操作でボタンをおすと、４つのリンクがある目次の非表示、表示が切り換えられる。
3.目次を非表示にした後に、tabで移動すると次の「セクション１のリンク」に移動する。
4.目次を表示させた後、tabを使っていくと「セクション１」から順番に「セクション１へのリンク」へ移動する。",,,,,,,,
,SCR30,○,"1.マウス操作で「リンクラベルを拡張する」をクリックするとリスト項目にあるテキストに付加される。（Word版ウェブの歴史など）
2.キーボード操作で「リンクラベルを拡張する」をクリックするとリスト項目にあるテキストに付加される。（Word版ウェブの歴史など）",,,,,,,,
,SCR32,○,"1.マウス操作：何も入力せず「登録」をおすと、エラーメッセージが表示され、その下に該当項目のリストが表示される。
2.キーボード操作：何も入力せず「登録」をおすと、エラーメッセージが表示され、その下に該当項目のリストが表示される。
3.エラーメッセージにフォーカスがある状態でtabをおすと、該当個目に移動する。
4.該当項目のリストにフォーカスが移動したあと、enterをおすとその項目のテキストフィールドにフォーカスが移動する。",,,,,,,,
,SCR33,○,マウス操作でもキーボード操作でも「一時停止」を押すとスクロールが止まり、「スクロール」を押すとスクロールが再開する,,,,,,,,
,SCR35-1,○,"1.マウス操作：「ダイアログを表示」をクリックすると、「Javascriptは有効です。」というダイアログが表示される。
2.キーボード操作：「ダイアログを表示」を押下すると、「Javascriptは有効です。」というダイアログが表示される。",,,,,,,,
,SCR35-2,○,"1.3.リンク「JavaScriptを実行するリンク」をクリックして、リンク先の富士通サイトへ移動できる
2.4.Javascriptを無効にした状態でリンク先にジャンプすると、「このページはjavascript設定が向こうな場合の代替ページです。」とリンク「富士通株式会社の公式サイト」が表示される。「富士通株式会社の公式サイト」をクリックまたは押下するとホームページにジャンプできる","1：○
2：○
3：○
4：○
Javascriptオフの方法。インターネットオプション→アクティブスクリプトを無効にする",,,,,,,
,SCR35-3,？,テストファイルなし,,,,,,,,
,SCR35-4,○,"1.マウス操作：「Javascript実行」ボタンをクリックすると、「Javascriptは有効です。」というダイアログが表示される。
2.キーボード操作：「Javascript実行」を押下すると、「Javascriptは有効です。」というダイアログが表示される。
",,,,,,,,
,SCR35-5,○,"1.マウス操作：「送信」をクリックすると、「Javascriptは有効です。」というダイアログが表示される。
2.キーボード操作：「送信」を押下すると、「Javascriptは有効です。」というダイアログが表示される。",,,,,,,,
,SCR35-6,○,"1.マウス操作：「ダイアログを表示」をクリックすると、「Javascriptは有効です。」というダイアログが表示される。
2.キーボード操作：「ダイアログを表示」を押下すると、「Javascriptは有効です。」というダイアログが表示される。",,,,,,,,
,SCR36,○,"1.マウス操作：「テキストをすべて表示」ボタンをクリックすると、テキストが静止する。「スクロール表示に戻す」ボタンをクリックすると元に戻る。
2.キーボード操作：「テキストをすべて表示」ボタンを押下すると、テキストが静止する。「スクロール表示に戻す」ボタンを押下すると元に戻る。",,,,,,,,
,SCR37,○,"1.マウス操作：[オプション]ボタンをクリックすると、ダイアログが表示され、[OK]及び[キャンセル]ボタンをクリックすると、ダイアログを閉じられるかを確認

2.キーボード操作 1：[オプション]ボタンを押下すると、ダイアログが表示され、[OK]及び[キャンセル]ボタンを押下すると、ダイアログを閉じられるかを確認",,,,,,,,
,,,,,,,,,,,
,この作品は、クリエイティブ・コモンズ・ライセンスの下でライセンスされています,,,,,,,,,,
,,,,,,,,,,,
,,,利用許諾条件（表示 - 継承 2.1 日本）の確認 ,,,,,,,,
,,,,,,,,,,,
,原著作者：日立公共システムエンジニアリング株式会社、株式会社 日立製作所,,,,,,,,,,
,作成者：ウェブアクセシビリティ基盤委員会　実装ワーキンググループ（WG2）,,,,,,,,,,
,作成日： 2010年12月6日,,,,,,,,,,
,最終更新日：2012年5月10日,,,,,,,,,,
