2012/12/25,G108,○,"■操作手順
1. テキストフィールドにフォーカスを移動させた際に、テキストフィールドであること及びtitle属性値「検索キーワードを入力」が読み上げられた。
2. 検索ボタンにフォーカスを移動させた際に、ボタンであること及びvalue属性値「検索」が読み上げられた。
■音声読み上げ
「検索キーワードを入力　エディットオートコンプリート
検索ボタン」",,,,
2012/12/25,G115-1,○,"■操作手順
Kキーを押して、リンク項目「ダウンロードページ」というリンクに移動することができた。
■音声読み上げ
「リンクダウンロードページ」",,,,
2012/12/25,G115-2,△,"■操作手順
1. cite要素でマークアップされた「吾輩は猫である」を、引用元として認識して読み上げることができなかった。
2. blockquote要素でマークアップされた部分は、「引用」～「引用終了」というメッセージとともに読み上げられた。
■音声読み上げ
「引用 吾輩は猫である。名前はまだ無い。
どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれは書生という人間中で一番獰悪な種族であったそうだ。この書生というのは時々我々を捕えて煮て食うという話である。しかしその当時は何という考もなかったから別段恐しいとも思わなかった。 引用終了」",,,,
2012/12/25,G115-3,×,"■操作手順
該当項目は通常の本文と同じように読み上げられた。
■音声読み上げ
「エンジンを始動する前にギアがニュートラルにあることを確認してください」",,,,
2012/12/25,G115-4,×,"■操作手順
該当項目は通常の本文と同じように読み上げられた。
■音声読み上げ
「...彼女が本当に言いたかったのは、""これは良いどころではなく、むしろ素晴らしい""ということだった！...」",,,,
2012/12/25,G115-5,×,"■操作手順
該当項目は通常の本文と同じように読み上げられた。
■音声読み上げ
「そのプレー対する痛烈な批評は、少々厳しすぎるように思われました。」",,,,
2012/12/25,G117,○,"■操作手順
それぞれの製品Bにフォーカスを移動したところ、付加情報を含めて読み上げられた。
■音声読み上げ
「製品 B（新製品）
製品 B（特価品）
製品 B（注目商品）
製品 B（生産中止）」",,,,
2012/12/28,G122,○,"■操作手順
「お名前」のエディットフィールドに移動した際、「必須」というメッセージも読み上げられた。
■音声読み上げ
「お名前　(必須):　オートコンプリート」",判定基準に「必須項目であることが音声だけでも伝わるか」と書かれています。確かに、「音声ブラウザ、スクリーンリーダーの場合」とあるので、それでも問題は無いのかもしれませんが、しかし点字出力をしているユーザーの存在を考えれば、「音声だけ」の「だけ」というのはやや問題があるように感じられます。,,,
2012/12/28,G123-4a,○,"■操作手順
1. 「メイン ナビゲーションをスキップ」を押下した後、Tabキーを押すと「サブ ナビゲーションをスキップ」にフォーカスが移動した。
2. 「サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すと「ウルトラ サブ ナビゲーションをスキップ」にフォーカスが移動した。
3. 「ウルトラ サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すとリンク「アクセシビリティ」にフォーカスが移動した。
■音声読み上げ
「サブ ナビゲーションをスキップ
ウルトラ サブ ナビゲーションをスキップ
アクセシビリティ」",,,,
2012/12/28,G123-4b,○,"■操作手順
1. 「メイン ナビゲーションをスキップ」を押下した後、Tabキーを押すと「サブ ナビゲーションをスキップ」にフォーカスが移動した。
2. 「サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すと「ウルトラ サブ ナビゲーションをスキップ」にフォーカスが移動した。
3. 「ウルトラ サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すとリンク「アクセシビリティ」にフォーカスが移動した。
■音声読み上げ
「サブ ナビゲーションをスキップ
ウルトラ サブ ナビゲーションをスキップ
アクセシビリティ」",,,,
2012/12/28,G124-1,○,"■操作手順
1. スキップリンク「メインコンテンツへスキップ」を押下した後、次にTabキーを押下したところリンク「メインコンテンツにあるリンク」にフォーカスが移動した。
2. スキップリンク「検索ボックスへスキップ」を押下した後、次にTabキーを押下したところ検索のテキストフィールドにフォーカスが移動した。
3. スキップリンク「メインメニューへスキップ」を押下した後、次にTabキーを押下したところリンク「このサイトについて」にフォーカスが移動した。
■音声読み上げ
「メインコンテンツにあるリンク　リンク
検索エディットオートコンプリート　空行
このサイトについて　リンク」",,,,
2012/12/28,G124-2,○,"■操作手順
1. スキップリンク「メインコンテンツへスキップ」を押下した後、次にTabキーを押下したところリンク「メインコンテンツにあるリンク」にフォーカスが移動した。
2. スキップリンク「検索ボックスへスキップ」を押下した後、次にTabキーを押下したところ検索のテキストフィールドにフォーカスが移動した。
3. スキップリンク「メインメニューへスキップ」を押下した後、次にTabキーを押下したところリンク「このサイトについて」にフォーカスが移動した。
■音声読み上げ
「メインコンテンツにあるリンク　リンク
検索エディットオートコンプリート　空行
このサイトについて　リンク」",,,,
2012/12/28,G138,△,"■操作手順
1. 「件名」及び「お名前」のテキストフィールドを読み上げる際に、「[必須]」もあわせて読み上げられた。
2. strong要素でマークアップされた「[必須]」が、強調されていることは分かるように読み上げられなかった。
■音声読み上げ
「件名 [必須]： エディットオートコンプリート
お名前 [必須]： エディットオートコンプリート」",,,,
,G187,-,テスト不要,,,,
2012/12/28,G196-1,○,"■操作手順
下矢印キーで移動すると「評価： 5つ星中、星3個」と読み上げられた。
■音声読み上げ
「評価：画像 5つ星中、星3個」",,,,
2012/12/28,G196-2,○,"■操作手順
1. それぞれの代替テキスト「A」、「AA」、「AAA」が読み上げられた。
■音声読み上げ
「画像A
画像AA
画像AAA」","テスト方法の中の""（「AA」と「AAA」では、2つ目以降の画像については無視されて何も読み上げられないか）""の部分が何を指しているのか、がやや不明確な印象があります。代替テキストが空の場合の処理を試験しているのではないか？との疑義です。そもそも、この例において画像を分割するということが適切な実装なのかというのも疑問です。",,,
2012/12/28,H2-1,○,"■操作手順
リンク項目にフォーカスを移動させた際、「富士通公開サイト」というリンクテキストが読み上げられた。
■音声読み上げ
「富士通公開サイト」",,,,
2012/12/28,H2-2,○,"■操作手順
リンク項目にフォーカスを移動させたところ、「富士通株式会社公式サイト」と読み上げられた
■音声読み上げ
「画像富士通株式会社公式サイト」",,,,
2012/12/28,H4-1,○,"■操作手順
1.Tabキーを押下すると、指定された順序でフォーカスが移動した。
■音声読み上げ
「夫の姓　エディットオートコンプリート空行
3行2列　夫の名　エディットオートコンプリート空行
4行2列　夫の出身地　エディットオートコンプリート空行
2行3列　妻の姓　エディットオートコンプリート空行
3行3列　妻の名　エディットオートコンプリート空行
4行3列　妻の出身地　エディットオートコンプリート空行」",,,,
2012/12/28,H4-2,○,"■操作手順
タブキーで移動したとき、指定された順番でコンテンツが読み上げられた。
■音声読み上げ
「エディットオートコンプリート　空行
検索ボタン
リスト3項目　携帯サイト　リンク
サイトマップ　リンク」",,,,
2012/12/28,H4-3a,○,"■操作手順
フォーカスを移動させると、指定された順序で移動して読み上げられた。
■音声読み上げ
「リンク 1　リンク
リンク 3　リンク
リンク 2　リンク
リンク 4　リンク」",,,,
2012/12/28,H4-3b,○,"■操作手順
1. Tabキーでフォーカスを移動させると、指定された順序で移動して読み上げられた。
■音声読み上げ
「リンク 1　リンク
リンク 2　リンク
リンク 21　リンク
リンク 3　リンク
リンク 20　リンク」",,,,
2012/12/28,H24,○,"■操作手順
「テスト開始」と読まれた次の行に下矢印キーを使って移動すると、「S棟（ソリューション棟）」、「O棟（オフィス棟）」、「C棟（共通棟）」の順に読み上げられた。
■音声読み上げ
「画像リンク S棟 ソリューション棟　リンク オフィス棟　リンク C棟 共通棟」",,,,
2012/12/28,H25,○,"■操作手順
ページが開かれた時、「ワールドワイドウェブコンソーシアム」と読み上げられた。
■音声読み上げ
「ワールドワイドウェブコンソーシアム」",,,,
2012/12/28,H30-1,○,"■操作手順
リンクにフォーカスした際、「首相官邸ホームページ」と読み上げられた。
■音声読み上げ
「リンク首相官邸ホームページ」",,,,
2012/12/28,H30-2,○,"■操作手順
リンク項目にフォーカスを移動した際、「リンク画像東京駅構内の最新のルート」と読み上げられた。
■音声読み上げ
「リンク画像東京駅構内の最新のルート」",,,,
2012/12/28,H30-3,○,"■操作手順
リンク項目にフォーカスを移動した際、「リンク東京駅構内の最新のルート」と読み上げられた。
■音声読み上げ
「リンク東京駅構内の最新のルート」",,,,
2012/12/28,H30-4,○,"■操作手順
リンクにフォーカスした際、「首相官邸ホームページ」と読み上げられた。
■音声読み上げ
「首相官邸ホームページリンク」",テストの質問が「リンクにフォーカスを移動させた際に、テキストリンクのラベル「首相官邸ホームページ」だけが読み上げられるか」とあるが、他に読み上げられる可能性のある項目がある場合はそれを提示しなければ、正確なテストができない（試験結果の全体像ないし正解がわかりにくい）印象があります。代替テキストが空の場合の処理を試験しているのではないか？との疑義もあります。,,,
2013/1/10,H30-5,○,"■操作手順
リンク項目にフォーカスを移動させた際、「施設ご利用の手引き 画像PDFファイル」と読み上げられた。
■音声読み上げ
「施設ご利用の手引き 画像PDFファイル」",,,,
2013/1/10,H32-1,○,"■操作手順
「申し込む」ボタンに移動してEnterキーを押下したところ、ページが遷移した。
■音声読み上げ
Example DomainThis domain is established to be used for illustrative examples in documents. You do not need to coordinate or ask for permission to use this domain in examples, and it is not available for registration.",ボタンを押下するとページは遷移するが、フォームが送信されたかどうかは判断できません。現状、ページ遷移は発生するものの、それをもって「フォームが送信された」と判断してよいものかどうか、が明示的ではありません。,,,
2013/1/10,H32-2,○,"■操作手順
1. セレクトメニューで選択肢を選んだだけでは何も起こらず、[選択したページへ移動する]ボタンを押下した後選択したページへリダイレクトされた。
■音声読み上げ
「チュートリアル」",,,,
2013/1/10,H33-1,×,"■操作手順
リンクにフォーカスすると、「富士通」だけが読み上げられた。
■音声読み上げ
「リンク富士通」",,,,
2013/1/10,H33-2,×,"■操作手順
1. リンク「富士通 公開サイト」にフォーカスを移動させた際に、リンクテキスト「富士通 公開サイト」のみが読み上げられた。
■音声読み上げ
「リンク富士通 公開サイト」",,,,
2013/1/10,H35,×,"■操作手順
ページを開いても、「埋め込みオブジェクト」という文言以外なにも読み上げられなかった。

■音声読み上げ
埋め込みオブジェクト",,,,
2013/1/10,H36,○,"■操作手順
送信ボタンにフォーカスを移動させた際、「ボタン送信」と読み上げられた。
■音声読み上げ
「ボタン送信」",,,,
2013/1/10,H37-1,○,"■操作手順
リンクテキストにフォーカスを移動させた際、「東京駅構内図を見る」と読み上げられた。
■音声読み上げ
リンク画像「東京駅構内図をみる」",,,,
2013/1/10,H37-2,○,"■操作手順
「テスト開始」と読み上げられたところで下矢印キーを押したところ、「デパートのフロアガイド。各階について詳しくお知りになりたい場合は各階をクリックしてください。4F雑貨 書籍3F衣料品2Fお菓子 その他食品1F生鮮食品」と読み上げられた。

■音声読み上げ
デパートのフロアガイド。各階について詳しくお知りになりたい場合は各階をクリックしてください。4F雑貨 書籍3F衣料品2Fお菓子 その他食品1F生鮮食品",,,,
2013/1/10,H39,○,"■操作手順
Tキーでテーブルにフォーカスを移動させた際、「テーブル3行6列のテーブル3月6日の週の予定」と読み上げられた。
■音声読み上げ
「テーブル3行6列のテーブル　3月6日の週の予定」",,,,
2013/1/10,H42,○,"■操作手順
ページを開くと、まず「サイト内ナビゲーション」が読まれ、Hキーを押すと次の見出しである「本日の株式市場」へ移動して読み上げた。さらにHキーを押すと、「関連リンク」見出しに移動して、見出しレベルとともに読み上げた。
■音声読み上げ
「サイト内ナビゲーション見出しレベル２　本日の株式市場見出しレベル１　関連リンク見出しレベル２」",,,,
2013/1/10,H43,○,"■操作手順
Ctrl+Alt+左右矢印キーでセル間を移動した際、移動先のセルの内容とともに関連する見出しを読み上げた。
■音声読み上げ
15%　東京男性2列5%　東京女性３列15%　東京合計４列１０％」",,,,
2013/1/10,H44-1,○,"■操作手順
Tabキーによりテキストフィールドにフォーカスを移動すると「お名前エディットオートコンプリート」と読み上げ、自動的にフォーカスモードに変更された。
■音声読み上げ
「お名前　エディット オートコンプリート」",,,,
2013/1/10,H44-2,○,"■操作手順
Tabキーによりチェックボックスにフォーカスを移動すると、「HTMLチェックボックスチェック」と読み上げた。
■音声読み上げ
「HTML チェックボックス チェック」",,,,
2013/1/10,H44-3,○,"■操作手順
ラジオボタンにフォーカスを移したとき、ラジオボタンがそれぞれのラベルとともに読み上げられた。
■音声読み上げ
「チョコレートタイプラジオボタンチェックなし」　「クリームたっぷりタイプラジオボタンチェックなし」　「はちみつがけタイプラジオボタンチェックなし」",,,,
2013/1/10,H45,×,"■操作手順
代替テキスト「会員数の遷移グラフ」は読み上げられるものの、longdesc属性に関する読み上げはなかった。
■音声読み上げ
「画像会員数の遷移グラフ」",,,,
2013/1/10,H48-1,○,"■操作手順
下矢印キーでリストに移動したとき、リストの前に「リスト2項目」と読み上げ、リストの中ではそれぞれの項目の前に番号を読み上げた。
■音声読み上げ
「リスト2項目　1 ボウルにたまごと牛乳を入れ、混ぜます。
2 塩とコショウを加えます。」",,,,
2013/1/10,H48-2,○,"■操作手順
下矢印キーによりリスト項目を読み上げる前に、リスト3項目と読み、牛乳卵バターと読み上げ、最後にリスト終了と読み上げた。
■音声読み上げ
「リスト3項目、牛乳卵バター、リスト終了」",,,,
2013/1/10,H48-3,×,"■操作手順
下矢印キーで定義リストに移動しても、定義リストであることが通知されなかった。
■音声読み上げ
リストⅡ項目

「点滅
一秒間に3～5回点いたり消えたりすること」
リスト終了",,,,
2013/1/10,H49-1,×,"■操作手順
テキストを読み上げさせても、通常のテキストと変わりなく読み上げられた。
■音声読み上げ
「彼女が本当に言いたかったのは これは良いどころではなく むしろ素晴らしいということだった」",,,,
2013/1/10,H49-2,△,"■操作手順
「わが人生の物語」は本文と同じように読み上げるが、「ここが引用されているブロックです…」はその前に「引用」と読み上げ、引用終了後には「引用終了」と読み上げた。
■音声読み上げ
「次の文章は、ヘレンケラーのわが人生の物語からの引用です　引用　ここが引用されているブロックです　ここが引用されているブロックです　ここが引用されているブロックです　ここが引用されているブロックです　ここが引用されているブロックです　引用終了」",,,,
2013/1/10,H49-3,×,"■操作手順
矢印キーを使って行を読み上げたが、通常のテキストと引用文の区別ができなかった。
■音声読み上げ
「ヘレン・ケラーは言いました、 ""自己憐憫は私たちの最悪の敵です。もし、それに自らを委ねるなら、 私たちは世の中で決して賢明なことができないでしょう。""」","引用文を囲んでいる"" ""（引用符）は、左右の矢印キーで移動するときには読み上げることができるが、上下の矢印キーで移動する際は読み上げられませんでした。これは偶然発見したものですが、キーボード操作によって読み上げられ方に相違が生じる場合をどう試験結果に反映すべきかがやや不透明であるとの印象があります。",,,
2013/1/10,H49-4,△,"■操作手順
1. ""Zn2+""が「ゼット エヌ ニ プラス」と読み上げられた。
2. ""H2O""が「エイチ ニ オー」と読み上げられた
■音声読み上げ
亜鉛イオンは ゼットエヌにプラス
The chemical notation for water is エイチにオー.",記号の読み方及び特定の単語の読み方は、使用する音声読み上げ環境及び音声エンジンの辞書に依存します。従い、テストで読み上げさせる項目について再度検討すべきではないでしょうか。そもそも、「本テスト方法は、協議中の内容です。」とある状況は、いつになれば解消するでしょうか。,,,
2013/1/10,H50-1,○,"■操作手順
矢印キーまたはLキーを使ってリストに移動し、リストがあることは把握できるが、リストをスキップすることはできなかった。
■音声読み上げ
「リスト9項目
リンクキッチン　リンクベッドルーム・浴室　リンクダイニング　リンク照明　リンク収納」","「,」キーでリストをスキップすることができる。
(2014-06-19 テスト結果を訂正)",,,
2013/1/10,H50-2,×,"■操作手順
map要素のtitle属性値「メインメニュー」を読み上げることができなかった。また、4つのリンク項目を読み飛ばすことはできなかった。
■音声読み上げ
「[リンクホーム]　[リンク検索]　[リンク更新情報]　[リンクサイトマップ] 」",,,,
2013/1/10,H51,△,"■操作手順
1. サムと会うと読まれるセルに上下カーソルキーを使って移動し、Ctrl+Alt+下矢印を押したところ、９時～１０時　ドリー先生と読み上げられた。
2. ウィリアムズ医師セルに移動してCtrl+Alt+右矢印を押したところ、木曜　再度サムと会うと読み上げられた。

3. 個別のセルの詳細情報を読み上げるためのコマンドはない。
■音声読み上げ
1. 「サムと会う　3行　９時～１０時　ドリー先生　ウィリアムズ医師　5列再度サムと会う」",,,,
2013/1/10,H53-1,○,"■操作手順
テスト開始と読まれる見出しのところで下矢印キーを押すと、「ここには、オブジェクトとその動作についての説明が入ります」と読まれた。
■音声読み上げ
「ここには　オブジェクトとその動作についての説明が入ります」",,,,
2013/1/10,H53-2,○,"■操作手順
「画像　富士通」と読み上げられた。
■音声読み上げ
「画像　富士通」",,,,
2013/1/10,H53-3,×,"■操作手順
「テスト開始」と「テスト終了」の間を矢印キーで移動すると、「空行」と読み上げられ、代替テキストは確認できなかった。
■音声読み上げ
「空行」",,,,
2013/1/10,H56,×,"■操作手順
「」内の数字は、6789 5 4 3 2 1と読み上げられた。
■音声読み上げ
「数字を並べます。「。6789、5 4 3 2 1」 昇順になっているはずです。」
",,,,
2013/1/10,H57-1,○,"■操作手順
対応している音声エンジンを使用している場合は、ページを開くとフランス語の音声エンジンに切り替えて内容をよむことができた. 
■音声読み上げ
「document ?crit en fran?ais」",,,,
2013/1/10,H57-2,○,"■操作手順
対応している音声エンジンを使用している場合は、ページを開くとフランス語の音声エンジンに切り替えて内容をよむことができた. 
■音声読み上げ
「document ?crit en fran?ais」",,,,
2013/1/10,H57-3,×,"■操作手順
ページを開いても、音声エンジンがフランス語に切り替わらなかった。
■音声読み上げ
「document ?crit en fran?ais」",,,,
2013/1/10,H63,△,"■操作手順
1. 同じ行にあるデータセルからデータセルへ移動した際（例：「クリーブ・ロイド」から「410-306-1420」へ移動した際）、移動した先のセルの列見出し（例：「電話」）が一緒に読み上げられた。
2. 同じ行の項目「ジョエル・ガーナー」を読むことはできるが、行見出しの「友人」を読むことができなかった。
■音声読み上げ
1. 「電話」　「410-306-1420」
2. 「ジョエル・ガーナー」　「ピッツバーグ」",,,,
2013/1/10,H64-1,○,"■操作手順
Mキーを押してフレーム間を移動した際、「メニュー」と「メインコンテンツ」というフレームタイトルを読み上げた.
■音声読み上げ
「iframe終了　メニュー」
「iframe終了　メインコンテンツ」
「iframe終了　本文へジャンプ画像」",,,,
2013/1/10,H64-2,○,"■操作手順
Mキーを押してiframeに移動した際、「広告」というフレームタイトルを読み上げた。
■音声読み上げ
「広告 iframe」",,,,
2013/1/10,H65-1,○,"■操作手順
Tabキーを押してコンボボックスにフォーカスを移動した際、「検索範囲を選択」もいっしょに読み上げられた。
■音声読み上げ
「検索範囲を選択　コンボボックス　このカテゴリ内　クローズサブメニュー」",,,,
2013/1/10,H65-2,○,"■操作手順
Tabキーを用いてエディットボックスに移動すると、「エディットボックスオートコンプリート」と読まれる前に、市外局番、市内局番、加入者番号と読み上げられた。
■音声読み上げ
「電話番号 グループ」　「市外局番エディットオートコンプリート」　「市内局番エディットオートコンプリート」　「加入者番号エディットオートコンプリート」",,,,
2013/1/10,H65-3,○,"■操作手順
Tabキーを用いてエディットボックスに移動すると、「エディットオートコンプリート」と読まれる前に「検索キーワードを入力」と読み上げられた。
■音声読み上げ
「検索キーワードを入力エディットオートコンプリート」",,,,
2013/1/10,H67,○,"■操作手順
「テスト開始」と読まれた部分で下矢印キーを押したところ、すぐに「テスト終了」と読み上げられた。
■音声読み上げ
「テスト開始　テスト終了」",,,,
2013/1/10,H69,○,"■操作手順
Hキーを用いて次の見出しに移動できた。また、Shift+Hキーを用いることで、見出しを逆順に移動できた。
■音声読み上げ
1. 「検索技術に関する定期刊行物見出しレベル１ 検索見出しレベル２　ご利用可能な雑誌　検索結果見出しレベル２」
2. 1.を逆に移動",,,,
2013/1/10,H70,○,"■操作手順
MキーやShift+Mキーを押すことで別のフレームにフォーカスを移動することができ、各フレームタイトルを読み上げることもできた。
■音声読み上げ
「iframe終了　ナビゲーションバー」
iframe終了　メインコンテンツ」",,,,
2013/1/10,H71-1,○,"■操作手順
Tabキーを押して最初のラジオボタンに移動した際、「ウィリアム・シェイクスピア」と読まれる前に「ハムレット の作者は？ グループ」と読み上げられた。
■音声読み上げ
「ハムレット の作者は？ グループ ウィリアム・シェイクスピア ラジオボタンチェック　１の５」",,,,
2013/1/11,H71-2,×,"■操作手順
Tabキーを用いてチェックボックス間を移動したが、「写真」などの項目は読み上げられるものの、「興味のある項目（当てはまるものはすべてチェック）」が項目の前に読み上げられなかった。
■音声読み上げ
「写真チェックボックスチェックなし　水彩画チェックボックスチェック　水彩画 
水彩画
アクリル画チェックボックスチェック」",,,,
2013/1/11,H71-3,△,"■操作手順
1. Tabキーを用いて最初のラジオボタンに移動したところ、「好きな哲学者は？ グループ」と読んだ後に「ソクラテス」と読み上げた。
2. Tabキーを押して2番目と3番目のラジオボタンに移動したところ、「プラトン」と「アリストテレス」とは読み上げられたものの、「好きな哲学者は？ グループ」という読みは付加されなかった。
■音声読み上げ
1. 「好きな哲学者は？ グループ ソクラテスラジオボタンチェックなし１の３」
2. 「プラトンラジオボタンチェックなし２の３　アリストテレスラジオボタンチェックなし３の３」",,,,
