,SCR030,○,"■操作手順
リンク「リンクラベルを拡張する」にフォーカスを移動させて押下すると、読み上げがページの先頭へ戻る。
ただし、該当部分の読み上げは拡張後と拡張前、それぞれ正しく読み上げられる。
■音声読み上げ
「ウェブの歴史　コロン　ワード　コンマ　PDF　コンマ　HTML」（拡張前）
「ウェブの歴史　コロン　ワード版 ウェブの歴史　コンマ　PDF版 ウェブの歴史　コンマ　HTML版 ウェブの歴史」（拡張後）","リンク「リンクラベルを拡張する」にフォーカスを移動させて押下した後の結果が、操作画面によって異なる。

■分割画面表示でのテキスト画面
△（リスト項目にあるテキストリンク「Word」、「PDF」、「HTML」がそれぞれリンクテキストが付加された状態になるが、フォーカスはページの先頭に戻ってしまう）

■分割画面表示でのグラフィック画面
○（リスト項目にあるテキストリンク「Word」、「PDF」、「HTML」がそれぞれリンクテキストが付加された状態になり、フォーカスは保たれる）

■テキスト画面（単独表示）
△（リスト項目にあるテキストリンク「Word」、「PDF」、「HTML」がそれぞれリンクテキストが付加された状態になるが、フォーカスはページの先頭に戻ってしまう）


■グラフィック画面（単独表示）
△（リスト項目にあるテキストリンク「Word」、「PDF」、「HTML」がそれぞれリンクテキストが付加された状態になるが、フォーカスはページの先頭に戻ってしまう）",,,,,
,SCR032,△,"■操作手順
[必須]項目に何も入力しないで[登録]又は[送信]ボタンを押下すると、エラーメッセージ（例：「2つの入力項目に入力エラーがあります。」）と「次の入力項目を正しく入力してください。」で始まる該当項目のリストが表示されるが、表示されると同時に、エラーメッセージ（例：「2つの入力項目に入力エラーがあります。」）にフォーカスがあたって読み上げられなかった。
（「登録　のぼるの　と」と読み上げ、そこで止まる。）
Tabキーを押下するとグラフィック画面の該当項目のリストにフォーカスするが、読み上げられない。何度かtabキーを押下すると、「提案　カクカッコ　文字入力」というところから読み上げ始めた。
グラフィック画面上でリストにフォーカスしているとき、いずれかの項目でEnterキーを押下しても、画面上も音声も何も変化はなかった。
■音声読み上げ
「SCR　サーティーツーを実装したサンプル　以下の項目を入力してください。 
基本情報　プロフィール　氏名　カクカッコ　必須　カクカッコトジ　文字入力　年齢　カクカッコ　必須　カクカッコトジ　文字入力　E　マイナス　メール　アドレス　カクカッコ　必須　カクカッコトジ　文字入力　登録」",,,,,,
,SCR033,○,"■操作手順
テキスト「このテキストはスクロールします。Javascript及びCSSがサポートされていて、どちらも有効な場合は、一時停止/スクロールのリンクが表示されます。」を読み上げた。

■音声読み上げ
「このテキストは　スクロールします　マル　Javascript　及び　CSS　が　サポートされていて　テン　どちらも有効な場合は　テン　一時停止　スラッシュ　スクロールの　リンクが　表示されます　マル」",,,,,,
,SCR035-1,-,テスト不要,,,,,,
,SCR035-2,○,"■操作手順
1. JavaScriptオン：ブラウザの設定でJavaScriptをオンにして、リンク「JavaScriptを実行するリンク」を押下して、リンク先の富士通サイトへ移動できた。
2. JavaScriptオフ：ブラウザの設定でJavaScriptをオフにして、リンク「JavaScriptを実行するリンク」を押下して、代替ページへ移動できた。
■音声読み上げ
「以下のリンクは　テン　オンクリック　イベントでリンクを起動します　マル
ジャバスクリプトが有効な場合　コロン　カギ　富士通株式会社の公式サイト　カギトジ　へ移動します。 ・・・」",,,,,,
,SCR035-4,-,テスト不要,,,,,,
,SCR035-5,-,テスト不要,,,,,,
,SCR035-6,-,テスト不要,,,,,,
,SCR036,○,"■操作手順
テキストがスクロールしている状態で、「Webというのは、･･･」から始まる文章を読み上げた。
テキストがすべて静止して表示されている状態で、「Webというのは、･･･」から始まる文章を読み上げた。
■音声読み上げ
「テキストをすべて表示　確認　Webというのは　テン　従来の新聞　ナカテン・・・」（テキストがスクロールしている状態）
「テキストをすべて表示　確認　Webというのは　テン　従来の新聞　ナカテン・・・」（テキストが静止している状態）",ファイルを開いた直後の状態では、「テキストをすべて表示　確認」までしか読み上げないが、［Alt＋F10］などで全文読みにすると、すべてを読み上げるため、○とした。,,,,,
,SCR037,○,"■読み上げ
「オプション、確認、オプション、ソートオーダーの選択デフォルトラジオにオン、OK、確認、キャンセル確認。」",,,,,,
,,,,,,,,,
,この作品は、クリエイティブ・コモンズ・ライセンスの下でライセンスされています,,,,,,,,
,,,,,,,,,
,,,利用許諾条件（表示 - 継承 2.1 日本）の確認 ,,,,,,
,,,,,,,,,
,原著作者：富士通エフ・オー・エム株式会社,,,,,,,,
,作成者：ウェブアクセシビリティ基盤委員会　実装ワーキンググループ（WG2）,,,,,,,,
,作成日： 2010年8月20日,,,,,,,,
,最終更新日：2012年4月25日,,,,,,,,
